leave_id,employee_id,leave_type_id,leave_start_date,leave_end_date,leave_duration,leave_request_status,leave_comment
380,380,380,4/17/2023,12/4/2022,56,true,Hodgkins dis NOS mult
381,381,381,6/18/2023,12/5/2022,41,false,Myel leuk NOS in relapse
382,382,382,12/23/2022,12/5/2022,52,true,Vomit compl preg-antepar
383,383,383,3/12/2023,12/2/2022,43,false,Intermit altrn esotropia
384,384,384,3/5/2023,12/2/2022,42,true,Intermit altrn esotropia
385,385,385,8/16/2023,12/2/2022,27,false,Ac DVT/emb distl low ext
386,386,386,1/6/2023,12/4/2022,53,true,Essen hyperten-antepart
387,387,387,6/9/2023,12/5/2022,94,false,Ac leuk uns cl relapse
388,388,388,1/20/2023,12/2/2022,30,true,Vomit compl preg-antepar
389,389,389,1/11/2023,12/3/2022,74,true,Sensoneur hear loss asym
390,390,390,3/12/2023,12/4/2022,27,false,Uterine inert NEC-antepa
391,391,391,1/14/2023,12/4/2022,34,true,Comp-unsp device/graft
392,392,392,8/17/2023,12/5/2022,85,false,RR acc w explos-pasngr
393,393,393,1/6/2023,12/2/2022,86,true,Hodgkins dis NOS mult
394,394,394,7/22/2023,12/5/2022,58,false,Uterine inert NEC-antepa
395,395,395,4/3/2023,12/5/2022,19,true,RR acc w explos-pasngr
396,396,396,1/3/2023,12/4/2022,57,true,Aggres periodontitis NOS
397,397,397,5/15/2023,12/2/2022,39,false,Burn NOS genitalia
398,398,398,12/24/2022,12/4/2022,28,false,Abn uterus NEC-del w p/p
399,399,399,6/21/2023,12/4/2022,55,false,Comp-unsp device/graft
400,400,400,3/11/2023,12/3/2022,20,false,Ac DVT/emb distl low ext
401,401,401,7/5/2023,12/2/2022,27,true,Abn uterus NEC-del w p/p
402,402,402,2/27/2023,12/4/2022,92,true,Hungry bone syndrome
403,403,403,4/28/2023,12/2/2022,52,false,Mal neo nasopharynx NEC
404,404,404,3/4/2023,12/2/2022,86,false,Hodgkins dis NOS mult
405,405,405,5/26/2023,12/2/2022,87,true,One eye-near tot/oth-NOS
406,406,406,4/13/2023,12/2/2022,53,false,Essen hyperten-antepart
407,407,407,3/12/2023,12/4/2022,66,false,Omphalitis of newborn
408,408,408,5/18/2023,12/3/2022,46,false,Essen hyperten-antepart
409,409,409,1/2/2023,12/4/2022,97,false,RR acc w explos-pasngr
410,410,410,3/26/2023,12/2/2022,73,true,Comp-unsp device/graft
411,411,411,1/27/2023,12/4/2022,97,true,Chronic hepatitis NOS
412,412,412,1/13/2023,12/3/2022,66,true,Hungry bone syndrome
413,413,413,2/14/2023,12/2/2022,52,false,One eye-near tot/oth-NOS
414,414,414,8/27/2023,12/3/2022,77,false,RR acc w explos-pasngr
415,415,415,4/9/2023,12/5/2022,88,true,Uterine inert NEC-antepa
416,416,416,8/26/2023,12/5/2022,74,true,Aggres periodontitis NOS
417,417,417,3/12/2023,12/4/2022,35,false,Artif open status NOS
418,418,418,5/26/2023,12/5/2022,90,true,Clo
419,419,419,3/16/2023,12/4/2022,96,false,Artif open status NOS
420,420,420,1/12/2023,12/3/2022,80,true,Omphalitis of newborn
421,421,421,1/29/2023,12/3/2022,61,false,RR acc w explos-pasngr
422,422,422,3/26/2023,12/3/2022,45,true,Omphalitis of newborn
423,423,423,7/7/2023,12/3/2022,50,true,One eye-near tot/oth-NOS
424,424,424,3/24/2023,12/5/2022,49,false,One eye-near tot/oth-NOS
425,425,425,5/25/2023,12/2/2022,66,true,Oth ob compl-delivered
426,426,426,1/23/2023,12/3/2022,96,false,Myel leuk NOS in relapse
427,427,427,1/14/2023,12/3/2022,20,true,Female genetic test NEC
428,428,428,7/29/2023,12/5/2022,52,false,Aggres periodontitis NOS
429,429,429,8/20/2023,12/2/2022,58,false,Oth ob compl-delivered
430,430,430,8/31/2023,12/4/2022,21,true,Ac DVT/emb distl low ext
431,431,431,2/7/2023,12/3/2022,80,true,Abn uterus NEC-del w p/p
432,432,432,8/19/2023,12/4/2022,29,true,Ac DVT/emb distl low ext
433,433,433,6/29/2023,12/5/2022,22,true,Myel leuk NOS in relapse
434,434,434,8/9/2023,12/4/2022,26,false,Uterine inert NEC-antepa
435,435,435,4/6/2023,12/4/2022,38,true,Hungry bone syndrome
436,436,436,4/9/2023,12/3/2022,89,true,Hodgkins dis NOS mult
437,437,437,3/14/2023,12/4/2022,32,true,Chronic hepatitis NOS
438,438,438,5/26/2023,12/5/2022,39,true,Artif open status NOS
439,439,439,2/19/2023,12/2/2022,42,true,Intermit altrn esotropia
440,440,440,1/25/2023,12/4/2022,95,false,Uterine inert NEC-antepa
441,441,441,3/23/2023,12/4/2022,39,true,Uterine inert NEC-antepa
442,442,442,8/29/2023,12/3/2022,91,false,Artif open status NOS
443,443,443,5/11/2023,12/4/2022,97,false,Artif open status NOS
444,444,444,6/15/2023,12/5/2022,47,true,Myel leuk NOS in relapse
445,445,445,3/29/2023,12/2/2022,37,true,Hungry bone syndrome
446,446,446,8/25/2023,12/2/2022,55,true,One eye-near tot/oth-NOS
447,447,447,6/26/2023,12/5/2022,95,false,Omphalitis of newborn
448,448,448,8/3/2023,12/5/2022,37,true,Oth ob compl-delivered
449,449,449,5/16/2023,12/3/2022,41,false,Oth ob compl-delivered
450,450,450,4/14/2023,12/4/2022,86,false,Chronic hepatitis NOS
451,451,451,2/17/2023,12/5/2022,33,false,Mal neo nasopharynx NEC
452,452,452,7/29/2023,12/4/2022,32,true,RR acc w explos-pasngr
453,453,453,8/3/2023,12/3/2022,55,true,Comp-unsp device/graft
454,454,454,5/7/2023,12/2/2022,90,false,Sensoneur hear loss asym
455,455,455,7/12/2023,12/2/2022,81,false,Burn NOS genitalia
456,456,456,5/31/2023,12/3/2022,45,false,Burn NOS genitalia
457,457,457,7/24/2023,12/4/2022,48,true,Hodgkins dis NOS mult
458,458,458,1/29/2023,12/5/2022,77,false,Omphalitis of newborn
459,459,459,1/29/2023,12/5/2022,46,true,Gastrojejun ulc NOS-obst
460,460,460,6/23/2023,12/4/2022,80,false,Abn uterus NEC-del w p/p
461,461,461,2/2/2023,12/2/2022,78,true,Essen hyperten-antepart
462,462,462,5/16/2023,12/2/2022,54,false,Essen hyperten-antepart
463,463,463,2/22/2023,12/2/2022,37,true,Essen hyperten-antepart
464,464,464,3/18/2023,12/3/2022,53,true,Burkitt's tumor spleen
465,465,465,2/16/2023,12/4/2022,40,true,Ac leuk uns cl relapse
466,466,466,3/8/2023,12/4/2022,43,true,Chronic hepatitis NOS
467,467,467,8/24/2023,12/5/2022,80,false,Mv collision NOS-driver
468,468,468,6/4/2023,12/5/2022,70,true,Uterine inert NEC-antepa
469,469,469,2/17/2023,12/2/2022,89,true,Mal neo nasopharynx NEC
470,470,470,6/12/2023,12/5/2022,32,false,Sensoneur hear loss asym
471,471,471,6/28/2023,12/3/2022,49,true,Hodgkins dis NOS mult
472,472,472,8/26/2023,12/4/2022,70,false,Oth ob compl-delivered
473,473,473,8/28/2023,12/2/2022,76,true,Gastrojejun ulc NOS-obst
474,474,474,8/5/2023,12/3/2022,82,true,Ac leuk uns cl relapse
475,475,475,8/23/2023,12/2/2022,47,true,Ac DVT/emb distl low ext
476,476,476,5/25/2023,12/4/2022,80,true,Ac DVT/emb distl low ext
477,477,477,2/2/2023,12/2/2022,73,false,Mv collision NOS-driver
478,478,478,3/13/2023,12/2/2022,92,false,Intermit altrn esotropia
479,479,479,4/20/2023,12/4/2022,53,false,Essen hyperten-antepart
480,480,480,4/27/2023,12/2/2022,50,false,Vomit compl preg-antepar
481,481,481,3/23/2023,12/5/2022,38,true,Mv collision NOS-driver
482,482,482,6/23/2023,12/2/2022,76,false,Mv collision NOS-driver
483,483,483,3/29/2023,12/2/2022,89,true,Burkitt's tumor spleen
484,484,484,7/8/2023,12/3/2022,26,false,One eye-near tot/oth-NOS
485,485,485,6/25/2023,12/5/2022,55,true,Intermit altrn esotropia
486,486,486,4/25/2023,12/3/2022,72,false,One eye-near tot/oth-NOS
487,487,487,8/2/2023,12/2/2022,27,true,Mal neo nasopharynx NEC
488,488,488,1/2/2023,12/4/2022,44,true,Female genetic test NEC
489,489,489,12/24/2022,12/3/2022,66,false,Uterine inert NEC-antepa
490,490,490,8/2/2023,12/3/2022,90,false,Sensoneur hear loss asym
491,491,491,6/10/2023,12/4/2022,32,true,Omphalitis of newborn
492,492,492,1/27/2023,12/3/2022,75,false,Aggres periodontitis NOS
493,493,493,12/25/2022,12/4/2022,94,true,Mal neo nasopharynx NEC
494,494,494,1/8/2023,12/4/2022,21,true,One eye-near tot/oth-NOS
495,495,495,8/28/2023,12/3/2022,78,false,Omphalitis of newborn
496,496,496,2/6/2023,12/5/2022,32,true,Hungry bone syndrome
497,497,497,4/23/2023,12/3/2022,60,true,Vomit compl preg-antepar
498,498,498,6/16/2023,12/2/2022,34,true,Vomit compl preg-antepar
499,499,499,4/1/2023,12/3/2022,80,true,Omphalitis of newborn
500,500,500,4/2/2023,12/5/2022,54,true,Clo
501,501,501,5/30/2023,12/4/2022,93,true,Comp-unsp device/graft
502,502,502,6/3/2023,12/4/2022,96,false,RR acc w explos-pasngr
503,503,503,12/24/2022,12/5/2022,78,true,Gastrojejun ulc NOS-obst
504,504,504,1/10/2023,12/4/2022,56,false,Omphalitis of newborn
505,505,505,7/10/2023,12/5/2022,40,false,Essen hyperten-antepart
506,506,506,4/15/2023,12/5/2022,62,false,Oth ob compl-delivered
507,507,507,7/22/2023,12/2/2022,95,false,Intermit altrn esotropia
508,508,508,1/26/2023,12/2/2022,38,false,Ac DVT/emb distl low ext
509,509,509,5/18/2023,12/5/2022,50,true,Intermit altrn esotropia
510,510,510,8/6/2023,12/2/2022,64,true,Clo
511,511,511,5/3/2023,12/2/2022,31,false,Hodgkins dis NOS mult
512,512,512,8/23/2023,12/3/2022,34,true,Burkitt's tumor spleen
513,513,513,1/20/2023,12/2/2022,57,true,Uterine inert NEC-antepa
514,514,514,1/28/2023,12/3/2022,63,true,Mv collision NOS-driver
515,515,515,4/10/2023,12/2/2022,36,false,Myel leuk NOS in relapse
516,516,516,3/21/2023,12/3/2022,72,true,Ac DVT/emb distl low ext
517,517,517,6/1/2023,12/4/2022,43,true,Ac DVT/emb distl low ext
518,518,518,2/9/2023,12/3/2022,70,true,Intermit altrn esotropia
519,519,519,6/24/2023,12/2/2022,76,true,Gastrojejun ulc NOS-obst
520,520,520,7/14/2023,12/3/2022,62,false,Burkitt's tumor spleen
521,521,521,7/16/2023,12/2/2022,77,true,Comp-unsp device/graft
522,522,522,5/16/2023,12/5/2022,21,true,Myel leuk NOS in relapse
523,523,523,2/18/2023,12/3/2022,18,true,Essen hyperten-antepart
524,524,524,4/21/2023,12/3/2022,68,false,Artif open status NOS
525,525,525,5/22/2023,12/4/2022,91,false,Hungry bone syndrome
526,526,526,4/23/2023,12/4/2022,37,true,Clo
527,527,527,3/7/2023,12/4/2022,55,false,Intermit altrn esotropia
528,528,528,7/12/2023,12/5/2022,80,false,Hodgkins dis NOS mult
529,529,529,3/16/2023,12/2/2022,71,false,One eye-near tot/oth-NOS
530,530,530,7/18/2023,12/2/2022,23,false,Burkitt's tumor spleen
531,531,531,12/25/2022,12/5/2022,51,false,Essen hyperten-antepart
532,532,532,6/1/2023,12/2/2022,44,true,Ac leuk uns cl relapse
533,533,533,4/12/2023,12/3/2022,43,true,Intermit altrn esotropia
534,534,534,2/27/2023,12/5/2022,47,true,Ac leuk uns cl relapse
535,535,535,6/7/2023,12/2/2022,59,true,Abn uterus NEC-del w p/p
536,536,536,3/17/2023,12/3/2022,97,true,Hungry bone syndrome
537,537,537,8/22/2023,12/3/2022,24,true,Ac leuk uns cl relapse
538,538,538,2/19/2023,12/5/2022,20,true,Mal neo nasopharynx NEC
539,539,539,2/14/2023,12/3/2022,57,false,Ac leuk uns cl relapse
540,540,540,4/11/2023,12/2/2022,72,false,Burn NOS genitalia
541,541,541,6/18/2023,12/5/2022,46,false,Intermit altrn esotropia
542,542,542,5/27/2023,12/5/2022,93,true,Ac DVT/emb distl low ext
543,543,543,3/19/2023,12/2/2022,70,false,Ac DVT/emb distl low ext
544,544,544,2/19/2023,12/3/2022,51,false,Comp-unsp device/graft
545,545,545,3/4/2023,12/3/2022,91,false,One eye-near tot/oth-NOS
546,546,546,2/5/2023,12/5/2022,51,true,Oth ob compl-delivered
547,547,547,1/23/2023,12/5/2022,78,true,Artif open status NOS
548,548,548,7/30/2023,12/5/2022,34,false,Hungry bone syndrome
549,549,549,1/19/2023,12/4/2022,60,false,Female genetic test NEC
550,550,550,1/12/2023,12/4/2022,23,false,Intermit altrn esotropia
551,551,551,7/30/2023,12/5/2022,70,true,Vomit compl preg-antepar
552,552,552,1/28/2023,12/5/2022,72,false,Vomit compl preg-antepar
553,553,553,12/24/2022,12/2/2022,97,true,Comp-unsp device/graft
554,554,554,8/25/2023,12/3/2022,20,false,Essen hyperten-antepart
555,555,555,3/7/2023,12/4/2022,46,false,Comp-unsp device/graft
556,556,556,8/4/2023,12/3/2022,44,true,Ac leuk uns cl relapse
557,557,557,4/1/2023,12/5/2022,51,false,Intermit altrn esotropia
558,558,558,4/27/2023,12/2/2022,42,false,Mal neo nasopharynx NEC
559,559,559,8/27/2023,12/2/2022,66,false,Mal neo nasopharynx NEC
560,560,560,4/9/2023,12/5/2022,55,true,Oth ob compl-delivered
561,561,561,1/12/2023,12/4/2022,49,true,Ac DVT/emb distl low ext
562,562,562,4/30/2023,12/3/2022,40,true,Vomit compl preg-antepar
563,563,563,3/14/2023,12/5/2022,42,true,Female genetic test NEC
564,564,564,4/1/2023,12/3/2022,71,false,Mv collision NOS-driver
565,565,565,7/23/2023,12/5/2022,54,true,Clo
566,566,566,8/19/2023,12/4/2022,43,true,Mv collision NOS-driver
567,567,567,1/15/2023,12/4/2022,89,true,Artif open status NOS
568,568,568,5/11/2023,12/4/2022,36,false,Oth ob compl-delivered
569,569,569,4/6/2023,12/2/2022,88,true,Female genetic test NEC
570,570,570,3/7/2023,12/2/2022,44,false,Myel leuk NOS in relapse
571,571,571,8/15/2023,12/5/2022,97,true,Burkitt's tumor spleen
572,572,572,1/17/2023,12/4/2022,25,false,Comp-unsp device/graft
573,573,573,3/9/2023,12/3/2022,67,true,Ac leuk uns cl relapse
574,574,574,6/4/2023,12/4/2022,57,true,Essen hyperten-antepart
575,575,575,12/30/2022,12/4/2022,96,true,Abn uterus NEC-del w p/p
576,576,576,3/31/2023,12/5/2022,93,false,Essen hyperten-antepart
577,577,577,4/28/2023,12/5/2022,95,false,Aggres periodontitis NOS
578,578,578,3/2/2023,12/2/2022,45,true,Uterine inert NEC-antepa
579,579,579,3/16/2023,12/4/2022,95,false,Sensoneur hear loss asym
580,580,580,7/31/2023,12/3/2022,22,false,Burkitt's tumor spleen
581,581,581,12/22/2022,12/3/2022,82,true,Oth ob compl-delivered
582,582,582,3/18/2023,12/5/2022,51,true,Aggres periodontitis NOS
583,583,583,5/22/2023,12/4/2022,41,false,Female genetic test NEC
584,584,584,5/26/2023,12/2/2022,68,true,Ac DVT/emb distl low ext
585,585,585,7/21/2023,12/3/2022,35,false,Mal neo nasopharynx NEC
586,586,586,4/4/2023,12/4/2022,89,true,Ac DVT/emb distl low ext
587,587,587,7/18/2023,12/4/2022,55,false,RR acc w explos-pasngr
588,588,588,7/31/2023,12/2/2022,67,false,Ac DVT/emb distl low ext
589,589,589,1/15/2023,12/5/2022,67,false,Omphalitis of newborn
590,590,590,2/19/2023,12/5/2022,29,false,Abn uterus NEC-del w p/p
591,591,591,8/17/2023,12/4/2022,66,false,Myel leuk NOS in relapse
592,592,592,12/27/2022,12/3/2022,83,false,Myel leuk NOS in relapse
593,593,593,1/8/2023,12/5/2022,53,true,Clo
594,594,594,7/16/2023,12/5/2022,66,true,Clo
595,595,595,8/11/2023,12/4/2022,48,false,Vomit compl preg-antepar
596,596,596,3/27/2023,12/5/2022,84,false,Burkitt's tumor spleen
597,597,597,4/6/2023,12/2/2022,48,false,Sensoneur hear loss asym
598,598,598,7/19/2023,12/2/2022,83,false,RR acc w explos-pasngr
599,599,599,2/19/2023,12/2/2022,76,true,Comp-unsp device/graft
600,600,600,3/23/2023,12/2/2022,96,false,Aggres periodontitis NOS
601,601,601,4/19/2023,12/3/2022,68,false,Abn uterus NEC-del w p/p
602,602,602,3/16/2023,12/5/2022,45,false,Vomit compl preg-antepar
603,603,603,8/23/2023,12/3/2022,81,false,Aggres periodontitis NOS
604,604,604,4/6/2023,12/3/2022,30,false,Chronic hepatitis NOS
605,605,605,4/6/2023,12/5/2022,24,false,Ac leuk uns cl relapse
606,606,606,1/22/2023,12/2/2022,26,false,RR acc w explos-pasngr
607,607,607,6/30/2023,12/4/2022,36,true,Omphalitis of newborn
608,608,608,1/28/2023,12/5/2022,98,false,Uterine inert NEC-antepa
609,609,609,8/3/2023,12/3/2022,38,true,Ac DVT/emb distl low ext
610,610,610,5/4/2023,12/2/2022,62,false,Chronic hepatitis NOS
611,611,611,8/25/2023,12/5/2022,37,false,Vomit compl preg-antepar
612,612,612,2/17/2023,12/5/2022,53,false,Chronic hepatitis NOS
613,613,613,8/24/2023,12/4/2022,28,true,Intermit altrn esotropia
614,614,614,8/1/2023,12/3/2022,63,false,Female genetic test NEC
615,615,615,4/29/2023,12/4/2022,94,true,Mv collision NOS-driver
616,616,616,6/2/2023,12/2/2022,46,true,Uterine inert NEC-antepa
617,617,617,8/1/2023,12/5/2022,21,false,Omphalitis of newborn
618,618,618,4/23/2023,12/2/2022,76,false,Chronic hepatitis NOS
619,619,619,6/10/2023,12/4/2022,69,true,Ac leuk uns cl relapse
620,620,620,3/9/2023,12/2/2022,19,false,Hodgkins dis NOS mult
621,621,621,2/19/2023,12/5/2022,93,true,Abn uterus NEC-del w p/p
622,622,622,6/28/2023,12/4/2022,44,true,Vomit compl preg-antepar
623,623,623,5/6/2023,12/5/2022,29,false,Burkitt's tumor spleen
624,624,624,5/23/2023,12/4/2022,47,true,Mv collision NOS-driver
625,625,625,3/4/2023,12/4/2022,38,false,Artif open status NOS
626,626,626,12/29/2022,12/2/2022,34,false,Uterine inert NEC-antepa
627,627,627,7/27/2023,12/3/2022,97,true,Burn NOS genitalia
628,628,628,7/28/2023,12/5/2022,89,false,Abn uterus NEC-del w p/p
629,629,629,8/4/2023,12/4/2022,47,false,Omphalitis of newborn
630,630,630,6/21/2023,12/3/2022,96,true,Essen hyperten-antepart
631,631,631,1/11/2023,12/5/2022,59,false,Vomit compl preg-antepar
632,632,632,5/15/2023,12/5/2022,40,false,Intermit altrn esotropia
633,633,633,5/14/2023,12/2/2022,80,true,Oth ob compl-delivered
634,634,634,5/5/2023,12/2/2022,29,true,Comp-unsp device/graft
635,635,635,2/23/2023,12/2/2022,80,false,Sensoneur hear loss asym
636,636,636,5/24/2023,12/3/2022,87,true,Gastrojejun ulc NOS-obst
637,637,637,3/4/2023,12/5/2022,46,true,Essen hyperten-antepart
638,638,638,1/15/2023,12/4/2022,44,false,Gastrojejun ulc NOS-obst
639,639,639,7/21/2023,12/5/2022,84,false,Sensoneur hear loss asym
640,640,640,5/23/2023,12/5/2022,69,false,Uterine inert NEC-antepa
641,641,641,4/17/2023,12/4/2022,42,true,Mv collision NOS-driver
642,642,642,8/12/2023,12/4/2022,41,true,Essen hyperten-antepart
643,643,643,5/8/2023,12/2/2022,23,false,Clo
644,644,644,2/11/2023,12/4/2022,50,true,Abn uterus NEC-del w p/p
645,645,645,8/2/2023,12/2/2022,85,false,Myel leuk NOS in relapse
646,646,646,4/13/2023,12/3/2022,53,false,Ac leuk uns cl relapse
647,647,647,8/22/2023,12/2/2022,60,true,Burn NOS genitalia
648,648,648,12/25/2022,12/4/2022,96,false,Vomit compl preg-antepar
649,649,649,6/8/2023,12/5/2022,80,false,Essen hyperten-antepart
650,650,650,2/8/2023,12/3/2022,94,true,Hungry bone syndrome
651,651,651,3/2/2023,12/5/2022,63,false,Sensoneur hear loss asym
652,652,652,6/12/2023,12/5/2022,31,true,Mal neo nasopharynx NEC
653,653,653,8/11/2023,12/5/2022,95,true,Burn NOS genitalia
654,654,654,12/23/2022,12/5/2022,20,true,Vomit compl preg-antepar
655,655,655,2/2/2023,12/4/2022,46,true,Mv collision NOS-driver
656,656,656,2/26/2023,12/4/2022,55,true,Gastrojejun ulc NOS-obst
657,657,657,6/17/2023,12/3/2022,82,true,One eye-near tot/oth-NOS
658,658,658,4/19/2023,12/5/2022,41,false,Artif open status NOS
659,659,659,7/16/2023,12/5/2022,34,false,Omphalitis of newborn
660,660,660,7/17/2023,12/3/2022,72,true,Mal neo nasopharynx NEC
661,661,661,3/31/2023,12/4/2022,69,true,Chronic hepatitis NOS
662,662,662,2/13/2023,12/3/2022,96,true,Abn uterus NEC-del w p/p
663,663,663,4/22/2023,12/4/2022,43,true,Aggres periodontitis NOS
664,664,664,7/30/2023,12/3/2022,56,true,Chronic hepatitis NOS
665,665,665,8/11/2023,12/2/2022,81,true,Mv collision NOS-driver
666,666,666,6/17/2023,12/3/2022,52,false,Artif open status NOS
667,667,667,2/25/2023,12/5/2022,21,true,RR acc w explos-pasngr
668,668,668,4/27/2023,12/3/2022,22,false,Burkitt's tumor spleen
669,669,669,8/2/2023,12/4/2022,85,false,Female genetic test NEC
670,670,670,6/24/2023,12/3/2022,91,false,Hungry bone syndrome
671,671,671,6/14/2023,12/3/2022,70,false,Uterine inert NEC-antepa
672,672,672,1/27/2023,12/5/2022,87,true,Mv collision NOS-driver
673,673,673,4/6/2023,12/2/2022,91,false,RR acc w explos-pasngr
674,674,674,1/6/2023,12/3/2022,70,true,Abn uterus NEC-del w p/p
675,675,675,7/22/2023,12/5/2022,18,false,Mal neo nasopharynx NEC
676,676,676,1/23/2023,12/5/2022,86,true,Essen hyperten-antepart
677,677,677,3/6/2023,12/4/2022,98,false,Artif open status NOS
678,678,678,6/10/2023,12/4/2022,75,false,One eye-near tot/oth-NOS
679,679,679,3/15/2023,12/5/2022,37,true,RR acc w explos-pasngr
680,680,680,6/14/2023,12/2/2022,52,true,Gastrojejun ulc NOS-obst
681,681,681,5/21/2023,12/2/2022,23,false,Mv collision NOS-driver
682,682,682,3/7/2023,12/3/2022,57,false,Uterine inert NEC-antepa
683,683,683,2/24/2023,12/3/2022,82,false,Omphalitis of newborn
684,684,684,8/16/2023,12/2/2022,50,true,Ac DVT/emb distl low ext
685,685,685,8/17/2023,12/4/2022,23,true,Burn NOS genitalia
686,686,686,1/28/2023,12/3/2022,82,true,Ac leuk uns cl relapse
687,687,687,6/18/2023,12/4/2022,86,false,Abn uterus NEC-del w p/p
688,688,688,3/21/2023,12/3/2022,73,false,Hungry bone syndrome
689,689,689,1/7/2023,12/4/2022,64,false,Myel leuk NOS in relapse
690,690,690,8/5/2023,12/3/2022,91,true,Artif open status NOS
691,691,691,8/3/2023,12/5/2022,89,true,Intermit altrn esotropia
692,692,692,8/26/2023,12/3/2022,25,false,Ac DVT/emb distl low ext
693,693,693,3/23/2023,12/5/2022,58,true,Clo
694,694,694,5/24/2023,12/2/2022,25,true,Hodgkins dis NOS mult
695,695,695,4/10/2023,12/2/2022,41,false,Chronic hepatitis NOS
696,696,696,5/3/2023,12/5/2022,71,true,Burkitt's tumor spleen
697,697,697,4/8/2023,12/5/2022,82,true,One eye-near tot/oth-NOS
698,698,698,5/29/2023,12/5/2022,97,true,Mv collision NOS-driver
699,699,699,8/27/2023,12/2/2022,61,true,Aggres periodontitis NOS
700,700,700,7/2/2023,12/3/2022,60,false,Sensoneur hear loss asym
701,701,701,1/25/2023,12/3/2022,44,false,Essen hyperten-antepart
702,702,702,2/10/2023,12/5/2022,39,false,Vomit compl preg-antepar
703,703,703,8/24/2023,12/2/2022,62,true,Oth ob compl-delivered
704,704,704,7/2/2023,12/3/2022,25,false,Sensoneur hear loss asym
705,705,705,7/12/2023,12/3/2022,67,false,Clo
706,706,706,3/24/2023,12/5/2022,41,false,Uterine inert NEC-antepa
707,707,707,6/9/2023,12/2/2022,65,false,Omphalitis of newborn
708,708,708,7/23/2023,12/2/2022,92,false,Abn uterus NEC-del w p/p
709,709,709,1/22/2023,12/2/2022,90,true,Uterine inert NEC-antepa
710,710,710,6/21/2023,12/4/2022,33,false,Ac leuk uns cl relapse
711,711,711,8/15/2023,12/3/2022,31,true,Myel leuk NOS in relapse
712,712,712,8/23/2023,12/3/2022,90,true,Abn uterus NEC-del w p/p
713,713,713,1/11/2023,12/5/2022,95,true,Mv collision NOS-driver
714,714,714,8/28/2023,12/5/2022,49,true,Burkitt's tumor spleen
715,715,715,5/3/2023,12/5/2022,35,true,Ac DVT/emb distl low ext
716,716,716,8/21/2023,12/2/2022,98,false,Clo
717,717,717,6/8/2023,12/4/2022,33,true,Comp-unsp device/graft
718,718,718,3/9/2023,12/2/2022,70,false,Clo
719,719,719,7/6/2023,12/5/2022,67,false,RR acc w explos-pasngr
720,720,720,7/16/2023,12/2/2022,28,true,Artif open status NOS
721,721,721,1/17/2023,12/4/2022,32,false,Burn NOS genitalia
722,722,722,4/30/2023,12/4/2022,44,false,Ac leuk uns cl relapse
723,723,723,5/27/2023,12/3/2022,24,true,Gastrojejun ulc NOS-obst
724,724,724,2/13/2023,12/3/2022,97,false,Female genetic test NEC
725,725,725,2/13/2023,12/4/2022,94,true,Sensoneur hear loss asym
726,726,726,6/21/2023,12/5/2022,79,false,Hodgkins dis NOS mult
727,727,727,2/9/2023,12/5/2022,29,false,Comp-unsp device/graft
728,728,728,2/19/2023,12/3/2022,51,false,Abn uterus NEC-del w p/p
729,729,729,3/8/2023,12/2/2022,82,true,Hodgkins dis NOS mult
730,730,730,12/30/2022,12/2/2022,95,false,Oth ob compl-delivered
731,731,731,6/10/2023,12/2/2022,86,true,Hodgkins dis NOS mult
732,732,732,8/23/2023,12/2/2022,55,false,Hodgkins dis NOS mult
733,733,733,12/29/2022,12/5/2022,81,true,Myel leuk NOS in relapse
734,734,734,8/13/2023,12/2/2022,83,true,Omphalitis of newborn
735,735,735,8/26/2023,12/3/2022,64,true,Clo
736,736,736,4/15/2023,12/5/2022,31,true,RR acc w explos-pasngr
737,737,737,3/7/2023,12/4/2022,32,false,Mv collision NOS-driver
738,738,738,2/22/2023,12/3/2022,45,false,Abn uterus NEC-del w p/p
739,739,739,6/15/2023,12/5/2022,84,true,Oth ob compl-delivered
740,740,740,1/1/2023,12/5/2022,76,false,Uterine inert NEC-antepa
741,741,741,6/14/2023,12/5/2022,60,true,Chronic hepatitis NOS
742,742,742,4/8/2023,12/2/2022,65,false,Mv collision NOS-driver
743,743,743,1/4/2023,12/5/2022,35,false,Hodgkins dis NOS mult
744,744,744,5/11/2023,12/3/2022,39,false,Burn NOS genitalia
745,745,745,4/25/2023,12/4/2022,95,false,Hungry bone syndrome
746,746,746,8/19/2023,12/3/2022,33,true,RR acc w explos-pasngr
747,747,747,6/28/2023,12/3/2022,87,true,Omphalitis of newborn
748,748,748,1/1/2023,12/3/2022,89,false,Mv collision NOS-driver
749,749,749,1/10/2023,12/3/2022,29,false,Burn NOS genitalia
750,750,750,12/27/2022,12/5/2022,43,false,Aggres periodontitis NOS
751,751,751,6/2/2023,12/3/2022,57,false,Gastrojejun ulc NOS-obst
752,752,752,6/19/2023,12/3/2022,55,false,Female genetic test NEC
753,753,753,1/11/2023,12/4/2022,18,true,Intermit altrn esotropia
754,754,754,2/16/2023,12/4/2022,39,true,Aggres periodontitis NOS
755,755,755,4/29/2023,12/3/2022,65,true,Intermit altrn esotropia
756,756,756,4/26/2023,12/3/2022,23,true,Essen hyperten-antepart
757,757,757,8/2/2023,12/4/2022,49,true,Abn uterus NEC-del w p/p
758,758,758,1/24/2023,12/5/2022,69,false,Clo
759,759,759,7/31/2023,12/4/2022,76,false,Gastrojejun ulc NOS-obst
