payroll_id,employee_id,payroll_period,calculated_earnings,deductions,netpay,overtime_hours,payroll_date,tax_deduction,compensation_id
366,366,6/17/2023,60.3,21.1,56.9,4.3,8/27/2023,96,366
367,367,7/28/2023,36.7,20.0,21.1,14.4,5/13/2023,59,367
368,368,5/5/2023,48.5,1.3,72.9,32.2,11/13/2023,90,368
369,369,2/18/2023,85.0,63.5,78.1,39.1,7/1/2023,63,369
370,370,6/27/2023,24.0,70.1,49.5,78.8,12/31/2022,51,370
371,371,4/15/2023,93.1,57.4,42.6,7.2,10/17/2023,5,371
372,372,12/18/2022,55.0,17.2,8.1,91.2,8/20/2023,72,372
373,373,7/3/2023,26.1,46.5,92.1,24.1,4/29/2023,74,373
374,374,10/14/2023,10.9,42.3,37.8,82.2,1/30/2023,50,374
375,375,8/4/2023,27.7,81.6,22.3,56.8,6/25/2023,11,375
376,376,11/1/2023,11.0,38.8,81.5,26.0,3/21/2023,24,376
377,377,1/31/2023,16.4,36.9,27.8,33.5,1/26/2023,35,377
378,378,1/1/2023,86.0,18.4,16.6,5.2,8/19/2023,86,378
379,379,9/6/2023,17.9,59.4,23.3,27.5,12/6/2022,73,379
380,380,5/26/2023,1.9,37.1,77.6,90.8,2/7/2023,81,380
381,381,3/1/2023,14.2,42.7,6.4,9.6,3/10/2023,42,381
382,382,5/21/2023,26.0,49.8,8.4,45.9,6/15/2023,28,382
383,383,2/10/2023,51.5,2.6,78.4,44.0,11/7/2023,1,383
384,384,3/3/2023,9.6,22.3,46.6,70.9,9/15/2023,40,384
385,385,1/15/2023,84.4,47.3,4.0,29.8,5/3/2023,78,385
386,386,1/5/2023,27.6,60.4,10.8,42.4,4/27/2023,63,386
387,387,11/3/2023,63.2,58.5,33.5,47.0,1/18/2023,68,387
388,388,10/27/2023,0.6,29.8,37.0,92.0,8/3/2023,89,388
389,389,10/12/2023,34.1,3.3,54.1,79.7,7/4/2023,17,389
390,390,5/23/2023,94.0,64.0,40.2,15.0,3/18/2023,2,390
391,391,1/6/2023,8.3,94.9,9.8,30.9,1/27/2023,70,391
392,392,1/20/2023,12.6,1.6,98.1,41.0,4/2/2023,78,392
393,393,12/2/2022,35.8,74.2,99.2,71.2,7/8/2023,84,393
394,394,6/28/2023,30.0,95.9,77.3,68.0,5/8/2023,25,394
395,395,1/12/2023,52.5,96.5,41.6,86.0,1/7/2023,21,395
396,396,1/6/2023,37.9,4.2,10.6,77.0,9/20/2023,86,396
397,397,3/25/2023,65.5,42.9,58.0,67.2,11/18/2023,32,397
398,398,8/19/2023,87.3,95.2,41.5,10.1,4/5/2023,31,398
399,399,2/7/2023,53.6,97.4,45.1,66.3,9/14/2023,31,399
400,400,9/22/2023,90.9,37.0,95.8,19.7,11/8/2023,38,400
401,401,9/3/2023,32.4,56.0,43.2,5.0,12/21/2022,36,401
402,402,8/2/2023,21.5,15.3,21.2,50.6,6/22/2023,18,402
403,403,5/18/2023,17.6,25.6,87.1,66.5,3/26/2023,100,403
404,404,11/5/2023,18.6,62.8,96.5,99.5,12/11/2022,34,404
405,405,11/15/2023,69.3,69.7,85.9,33.4,5/14/2023,15,405
406,406,2/12/2023,66.9,56.4,13.7,46.8,1/18/2023,16,406
407,407,4/25/2023,13.2,20.4,42.4,50.7,7/18/2023,49,407
408,408,3/17/2023,38.5,28.0,3.1,55.7,8/22/2023,82,408
409,409,1/2/2023,64.9,55.9,84.0,33.7,8/12/2023,4,409
410,410,3/7/2023,97.8,6.7,53.9,40.7,7/22/2023,78,410
411,411,5/13/2023,34.9,35.5,80.4,91.6,10/28/2023,17,411
412,412,6/21/2023,67.0,78.9,12.4,36.1,7/17/2023,89,412
413,413,7/30/2023,40.5,77.3,63.1,72.1,5/16/2023,54,413
414,414,6/17/2023,89.2,44.1,62.7,86.8,2/15/2023,55,414
415,415,3/23/2023,73.0,23.4,96.1,54.5,6/24/2023,51,415
416,416,4/10/2023,53.1,67.8,9.7,49.9,12/29/2022,15,416
417,417,10/25/2023,70.2,90.8,8.5,74.2,8/29/2023,99,417
418,418,2/1/2023,24.3,3.0,20.9,57.2,9/13/2023,26,418
419,419,8/17/2023,28.5,75.9,67.9,7.0,1/5/2023,5,419
420,420,7/4/2023,54.7,54.7,35.0,14.2,6/16/2023,96,420
421,421,8/16/2023,43.8,11.7,41.6,66.9,9/23/2023,24,421
422,422,6/25/2023,8.0,6.1,38.4,71.2,1/5/2023,42,422
423,423,3/24/2023,62.5,61.2,67.0,11.9,11/23/2023,16,423
424,424,10/19/2023,70.9,44.8,1.6,46.2,11/26/2022,55,424
425,425,2/9/2023,98.6,45.4,43.8,41.5,3/20/2023,28,425
426,426,8/17/2023,69.6,35.4,57.0,36.0,11/12/2023,79,426
427,427,10/9/2023,23.6,73.6,88.0,71.7,9/25/2023,85,427
428,428,4/18/2023,19.0,9.4,18.8,12.7,3/17/2023,26,428
429,429,10/6/2023,10.7,78.3,21.9,79.0,6/24/2023,31,429
430,430,5/7/2023,68.5,27.9,79.6,7.9,10/5/2023,50,430
431,431,8/19/2023,0.0,47.7,76.4,36.7,4/20/2023,58,431
432,432,8/13/2023,46.0,13.7,89.4,88.8,5/21/2023,68,432
433,433,7/6/2023,81.8,38.9,83.6,30.6,7/10/2023,8,433
434,434,11/16/2023,61.0,20.3,13.6,82.6,1/19/2023,5,434
435,435,9/23/2023,53.0,93.4,41.5,98.7,8/28/2023,23,435
436,436,8/30/2023,41.9,44.5,62.7,60.3,4/11/2023,86,436
437,437,7/6/2023,15.3,63.5,87.3,18.4,11/28/2022,95,437
438,438,8/19/2023,37.1,77.0,68.2,67.9,3/4/2023,87,438
439,439,11/23/2023,21.7,25.7,94.6,30.1,4/19/2023,52,439
440,440,1/2/2023,8.7,17.5,67.8,13.2,11/23/2023,12,440
441,441,6/5/2023,87.0,94.5,34.9,84.2,7/18/2023,5,441
442,442,10/7/2023,33.2,14.7,77.7,32.3,3/27/2023,87,442
443,443,1/10/2023,44.4,98.8,73.2,93.9,11/30/2022,15,443
444,444,4/24/2023,50.3,15.0,6.6,86.5,4/20/2023,72,444
445,445,8/10/2023,12.5,26.5,89.1,79.9,10/30/2023,18,445
446,446,7/16/2023,16.7,49.5,26.2,2.2,2/12/2023,82,446
447,447,6/30/2023,51.6,47.5,25.5,74.3,12/21/2022,43,447
448,448,6/23/2023,70.4,76.1,64.2,14.6,12/25/2022,0,448
449,449,6/2/2023,51.1,25.9,43.1,40.4,9/22/2023,80,449
450,450,7/26/2023,13.6,30.6,28.3,9.2,10/3/2023,77,450
451,451,7/7/2023,5.8,88.5,94.8,33.9,9/25/2023,47,451
452,452,3/10/2023,42.1,90.7,30.7,3.0,12/5/2022,41,452
453,453,2/23/2023,93.6,54.7,5.9,10.5,3/29/2023,49,453
454,454,10/29/2023,85.5,82.4,67.1,72.5,10/30/2023,50,454
455,455,8/16/2023,52.4,68.0,90.2,28.7,9/4/2023,32,455
456,456,4/6/2023,40.8,75.8,44.4,24.6,8/25/2023,88,456
457,457,7/2/2023,89.2,92.3,55.4,80.8,1/9/2023,35,457
458,458,4/9/2023,24.5,71.1,46.3,73.4,5/7/2023,91,458
459,459,3/2/2023,73.1,11.5,36.9,95.8,11/4/2023,34,459
460,460,2/9/2023,82.1,52.6,88.1,9.5,8/21/2023,57,460
461,461,12/11/2022,22.6,65.5,7.2,61.4,5/15/2023,73,461
462,462,10/10/2023,26.5,50.0,96.9,36.7,12/1/2022,34,462
463,463,12/7/2022,92.4,42.8,66.7,10.7,7/10/2023,35,463
464,464,4/15/2023,59.7,98.4,37.9,6.0,12/25/2022,95,464
465,465,7/18/2023,62.8,42.7,43.7,86.2,1/18/2023,44,465
466,466,12/25/2022,11.0,23.4,58.2,24.1,11/14/2023,58,466
467,467,3/12/2023,27.6,71.9,42.3,59.6,12/5/2022,30,467
468,468,5/1/2023,13.3,38.8,40.9,28.6,2/22/2023,82,468
469,469,8/6/2023,52.1,77.5,14.3,54.0,5/14/2023,97,469
470,470,6/15/2023,92.4,2.1,54.7,0.3,12/11/2022,55,470
471,471,1/29/2023,22.3,24.6,42.9,57.5,10/18/2023,44,471
472,472,10/26/2023,50.0,62.3,68.6,94.6,10/12/2023,27,472
473,473,5/1/2023,98.1,30.3,62.5,58.5,11/28/2022,40,473
474,474,7/17/2023,24.6,67.7,35.2,80.0,7/30/2023,65,474
475,475,6/15/2023,51.9,27.1,21.2,68.6,12/18/2022,48,475
476,476,8/18/2023,13.1,83.3,41.8,69.6,6/17/2023,71,476
477,477,5/13/2023,9.1,67.1,69.2,64.9,2/9/2023,12,477
478,478,4/2/2023,77.7,0.2,95.1,28.3,12/29/2022,78,478
479,479,3/19/2023,99.8,66.5,37.0,12.6,6/13/2023,54,479
480,480,1/10/2023,71.5,76.3,70.2,4.0,10/13/2023,20,480
481,481,4/28/2023,44.3,61.2,54.6,2.1,2/20/2023,4,481
482,482,8/8/2023,73.0,86.3,38.1,16.5,8/14/2023,37,482
483,483,6/21/2023,36.2,33.5,94.3,93.4,2/9/2023,82,483
484,484,12/16/2022,47.7,87.8,26.0,37.5,8/4/2023,16,484
485,485,5/11/2023,24.3,64.9,25.8,36.1,9/30/2023,16,485
486,486,2/17/2023,24.8,13.8,36.6,63.5,12/14/2022,23,486
487,487,12/8/2022,94.5,34.4,62.4,45.2,12/13/2022,38,487
488,488,10/20/2023,2.5,22.3,57.5,73.6,1/23/2023,23,488
489,489,10/28/2023,52.0,75.1,96.9,61.7,12/1/2022,80,489
490,490,5/27/2023,84.4,73.8,74.2,86.4,3/4/2023,78,490
491,491,8/22/2023,42.2,76.6,30.1,11.9,4/28/2023,84,491
492,492,10/3/2023,65.1,33.4,43.2,2.5,11/25/2023,58,492
493,493,5/24/2023,14.9,86.7,57.2,5.7,2/16/2023,39,493
494,494,10/2/2023,56.0,22.4,33.2,84.3,3/20/2023,45,494
495,495,2/22/2023,73.6,35.8,25.4,14.7,3/9/2023,89,495
496,496,8/28/2023,18.1,32.3,9.1,7.9,9/10/2023,59,496
497,497,2/8/2023,13.4,38.0,75.9,41.6,9/11/2023,55,497
498,498,9/15/2023,36.6,7.0,44.9,56.0,7/6/2023,26,498
499,499,7/19/2023,16.8,17.7,1.2,54.5,6/1/2023,19,499
500,500,6/12/2023,77.4,43.8,39.4,1.7,8/13/2023,63,500
501,501,9/11/2023,49.3,2.9,17.3,54.9,6/7/2023,43,501
502,502,8/27/2023,30.0,6.2,69.5,26.7,11/22/2023,5,502
503,503,4/25/2023,89.4,31.8,93.7,11.2,2/18/2023,60,503
504,504,7/24/2023,6.2,89.4,21.3,17.0,1/4/2023,19,504
505,505,12/8/2022,99.5,78.8,78.9,22.0,8/3/2023,16,505
506,506,1/4/2023,12.5,14.2,46.6,15.7,5/1/2023,43,506
507,507,3/29/2023,31.8,8.3,97.5,50.9,3/14/2023,27,507
508,508,9/13/2023,2.4,57.6,52.0,8.5,8/28/2023,58,508
509,509,12/21/2022,11.6,29.9,27.4,37.8,11/15/2023,81,509
510,510,11/14/2023,89.3,33.0,47.7,95.0,11/11/2023,46,510
511,511,2/19/2023,33.2,87.3,55.1,29.5,5/28/2023,29,511
512,512,4/14/2023,51.9,21.5,92.8,43.5,1/8/2023,39,512
513,513,7/9/2023,64.0,39.7,63.0,20.3,1/26/2023,55,513
514,514,4/6/2023,9.2,14.5,88.8,36.9,5/17/2023,65,514
515,515,7/4/2023,37.8,64.6,26.8,78.9,11/2/2023,64,515
516,516,11/28/2022,53.3,21.6,49.3,68.2,2/3/2023,70,516
517,517,7/28/2023,59.3,73.3,76.0,17.7,2/2/2023,51,517
518,518,1/29/2023,91.1,3.5,59.0,13.4,6/16/2023,43,518
519,519,6/26/2023,11.9,43.2,66.5,12.9,6/6/2023,69,519
520,520,2/16/2023,31.3,20.8,0.9,43.2,10/21/2023,44,520
521,521,11/29/2022,19.1,31.4,53.7,91.1,7/9/2023,69,521
522,522,1/28/2023,20.1,77.7,17.4,25.3,2/2/2023,7,522
523,523,4/20/2023,42.7,75.9,69.1,88.2,3/12/2023,36,523
524,524,7/7/2023,24.3,86.7,60.9,84.2,11/25/2023,30,524
525,525,8/29/2023,93.2,91.0,86.7,81.6,10/19/2023,94,525
526,526,7/31/2023,50.8,60.6,44.0,39.3,6/30/2023,25,526
527,527,1/15/2023,60.5,62.1,85.5,50.1,8/13/2023,99,527
528,528,7/10/2023,93.5,76.6,2.0,0.6,7/11/2023,5,528
529,529,4/6/2023,85.4,48.7,35.3,40.2,8/12/2023,23,529
530,530,1/10/2023,54.7,56.6,61.9,43.3,2/22/2023,95,530
531,531,10/2/2023,6.5,3.0,59.1,30.5,2/6/2023,13,531
532,532,4/3/2023,83.1,22.9,58.5,90.7,9/4/2023,80,532
533,533,6/1/2023,20.8,48.2,43.9,2.3,11/14/2023,14,533
534,534,1/8/2023,3.5,65.3,1.5,15.9,7/14/2023,8,534
535,535,8/18/2023,96.0,44.8,15.8,21.6,3/13/2023,44,535
536,536,5/20/2023,27.8,37.7,19.4,16.7,1/8/2023,73,536
537,537,5/2/2023,59.1,91.6,4.7,15.3,10/6/2023,0,537
538,538,7/8/2023,46.6,53.0,58.9,96.6,1/31/2023,85,538
539,539,9/19/2023,56.3,41.0,72.3,87.9,10/25/2023,68,539
540,540,5/18/2023,36.6,59.7,57.4,39.7,12/21/2022,17,540
541,541,6/29/2023,32.1,34.5,98.7,29.4,12/8/2022,1,541
542,542,4/22/2023,38.6,34.7,60.5,15.4,12/25/2022,41,542
543,543,2/27/2023,5.0,59.5,62.6,11.9,9/30/2023,83,543
544,544,6/30/2023,29.5,1.7,51.6,6.4,12/11/2022,91,544
545,545,10/4/2023,77.7,97.1,44.6,9.8,1/13/2023,1,545
546,546,8/24/2023,79.9,37.1,3.8,94.0,6/1/2023,4,546
547,547,2/25/2023,47.0,23.7,89.0,90.6,6/19/2023,50,547
548,548,12/1/2022,51.6,64.9,95.0,99.8,5/15/2023,68,548
549,549,9/14/2023,67.0,98.2,57.3,79.1,4/25/2023,16,549
550,550,1/25/2023,93.2,74.5,3.3,0.4,6/24/2023,98,550
551,551,1/9/2023,51.1,59.1,75.7,33.5,1/18/2023,39,551
552,552,8/15/2023,35.4,43.2,7.9,80.2,7/8/2023,64,552
553,553,4/16/2023,52.2,66.9,35.1,95.7,9/6/2023,70,553
554,554,8/20/2023,56.3,57.5,50.1,16.0,11/10/2023,23,554
555,555,1/26/2023,36.3,76.5,66.7,0.8,8/1/2023,22,555
556,556,5/10/2023,36.0,88.9,95.6,95.9,5/27/2023,66,556
557,557,8/5/2023,60.0,38.9,70.7,82.0,2/25/2023,70,557
558,558,2/23/2023,94.9,91.4,81.7,3.3,7/23/2023,34,558
559,559,6/7/2023,37.9,75.4,3.6,31.0,1/10/2023,95,559
560,560,10/16/2023,44.3,12.0,40.0,27.8,5/21/2023,24,560
561,561,3/21/2023,47.5,32.8,77.7,46.4,5/24/2023,93,561
562,562,2/24/2023,81.5,19.3,99.5,43.3,1/25/2023,36,562
563,563,4/7/2023,48.6,80.4,80.5,69.6,6/12/2023,95,563
564,564,9/8/2023,57.2,22.9,64.8,19.2,8/11/2023,14,564
565,565,11/30/2022,31.3,11.5,17.9,85.5,1/8/2023,68,565
566,566,4/10/2023,38.9,55.0,47.1,14.0,8/19/2023,13,566
567,567,1/28/2023,47.9,27.2,75.1,58.2,10/29/2023,89,567
568,568,6/18/2023,42.8,69.7,44.8,80.8,3/15/2023,2,568
569,569,9/6/2023,41.8,11.6,17.0,86.7,9/2/2023,68,569
570,570,7/10/2023,21.0,61.2,51.5,20.0,10/30/2023,50,570
571,571,8/28/2023,48.6,73.9,30.4,55.3,1/21/2023,100,571
572,572,5/19/2023,32.8,96.5,97.0,15.3,1/26/2023,81,572
573,573,5/26/2023,77.1,90.6,15.3,44.8,11/13/2023,15,573
574,574,1/4/2023,93.7,26.0,75.0,34.3,12/3/2022,28,574
575,575,4/11/2023,28.6,8.9,74.9,76.5,4/6/2023,82,575
576,576,9/21/2023,77.9,3.0,30.7,88.4,8/31/2023,1,576
577,577,8/5/2023,84.2,19.6,83.4,4.4,8/28/2023,38,577
578,578,8/1/2023,24.2,27.1,74.2,73.8,10/8/2023,37,578
579,579,11/25/2023,46.7,42.6,31.8,29.3,8/27/2023,12,579
580,580,4/20/2023,90.9,72.1,33.4,58.5,10/31/2023,46,580
581,581,6/30/2023,73.1,79.9,89.5,5.5,1/14/2023,9,581
582,582,2/8/2023,37.4,37.7,99.3,85.5,4/11/2023,13,582
583,583,7/26/2023,28.2,9.1,2.5,61.7,5/29/2023,80,583
584,584,12/5/2022,73.1,48.3,96.4,77.9,7/14/2023,1,584
585,585,6/7/2023,87.6,56.0,26.5,39.2,3/19/2023,39,585
586,586,9/5/2023,67.0,99.3,38.6,74.8,2/26/2023,58,586
587,587,4/27/2023,7.4,57.2,37.1,85.0,6/15/2023,81,587
588,588,6/8/2023,68.8,75.7,28.4,97.1,11/22/2023,20,588
589,589,11/19/2023,63.4,80.4,23.0,71.0,2/27/2023,61,589
590,590,11/16/2023,19.4,41.1,60.8,64.4,7/18/2023,12,590
591,591,12/6/2022,38.2,37.7,15.2,28.3,3/19/2023,9,591
592,592,8/5/2023,3.6,16.0,95.0,74.4,6/18/2023,62,592
593,593,10/15/2023,40.5,71.2,26.1,96.7,12/5/2022,30,593
594,594,8/5/2023,56.0,29.0,14.1,61.0,9/18/2023,55,594
595,595,11/28/2022,65.3,13.7,66.1,26.4,9/1/2023,71,595
596,596,7/29/2023,40.9,82.9,57.1,0.4,8/12/2023,55,596
597,597,8/9/2023,9.3,64.7,77.5,43.9,3/15/2023,45,597
598,598,6/25/2023,3.7,24.9,17.2,30.6,5/8/2023,30,598
599,599,4/16/2023,65.3,79.1,38.0,21.9,2/4/2023,59,599
600,600,7/7/2023,95.2,99.2,29.3,59.4,5/25/2023,26,600
601,601,8/7/2023,64.5,49.6,23.3,58.4,4/21/2023,91,601
602,602,7/21/2023,12.8,40.8,6.8,90.3,4/5/2023,56,602
603,603,3/20/2023,59.1,4.3,92.8,85.9,2/10/2023,81,603
604,604,2/17/2023,35.4,46.0,30.0,51.7,12/13/2022,55,604
605,605,7/27/2023,86.0,59.8,20.8,55.7,10/27/2023,99,605
606,606,7/4/2023,93.3,54.8,17.0,37.2,12/12/2022,49,606
607,607,7/23/2023,16.8,33.1,68.7,23.2,10/23/2023,54,607
608,608,9/3/2023,60.6,39.1,8.1,57.9,6/10/2023,51,608
609,609,2/6/2023,26.6,37.5,24.7,57.4,9/27/2023,98,609
610,610,9/12/2023,22.3,32.2,41.0,68.3,12/18/2022,23,610
611,611,2/21/2023,77.1,72.1,2.1,96.6,5/13/2023,32,611
612,612,2/20/2023,61.4,81.3,45.4,6.2,12/10/2022,62,612
613,613,7/16/2023,83.7,53.3,20.7,45.4,11/11/2023,43,613
614,614,5/10/2023,39.6,99.1,15.8,2.5,9/22/2023,78,614
615,615,1/9/2023,35.1,2.7,24.5,5.7,11/6/2023,33,615
616,616,2/2/2023,42.1,16.1,54.8,74.1,8/23/2023,30,616
617,617,1/23/2023,30.1,65.8,18.5,21.6,7/3/2023,89,617
618,618,7/27/2023,11.3,21.3,5.1,59.0,6/21/2023,64,618
619,619,4/10/2023,74.5,79.1,41.5,56.5,1/18/2023,85,619
620,620,10/21/2023,6.5,60.0,63.8,96.1,6/25/2023,22,620
621,621,6/6/2023,33.4,0.2,79.3,95.4,5/18/2023,84,621
622,622,8/16/2023,79.0,44.8,90.4,37.6,12/1/2022,98,622
623,623,8/5/2023,44.8,34.3,29.3,95.1,12/20/2022,57,623
624,624,11/19/2023,9.6,61.4,54.7,91.7,10/8/2023,94,624
625,625,11/29/2022,32.9,42.4,24.2,88.2,12/13/2022,33,625
626,626,3/13/2023,98.1,39.0,51.3,34.2,11/1/2023,24,626
627,627,3/10/2023,96.2,5.8,67.7,19.2,5/22/2023,48,627
628,628,3/18/2023,19.1,98.8,15.8,34.1,2/3/2023,24,628
629,629,9/20/2023,93.3,21.5,91.4,36.3,8/14/2023,95,629
630,630,6/11/2023,65.3,89.9,10.2,63.6,6/24/2023,53,630
631,631,5/19/2023,58.3,10.5,53.5,1.8,1/17/2023,98,631
632,632,1/22/2023,56.4,20.0,0.3,56.1,11/12/2023,30,632
633,633,5/10/2023,17.7,27.0,5.1,84.0,2/23/2023,86,633
634,634,1/13/2023,25.6,26.2,94.9,42.4,5/29/2023,81,634
635,635,8/29/2023,33.4,14.7,89.8,58.0,4/4/2023,26,635
636,636,7/26/2023,19.1,83.1,66.3,97.7,7/18/2023,6,636
637,637,1/15/2023,62.5,96.2,40.9,99.7,7/21/2023,21,637
638,638,9/26/2023,41.6,97.6,53.7,52.1,6/12/2023,0,638
639,639,10/24/2023,25.8,67.6,93.9,82.0,5/5/2023,57,639
640,640,4/11/2023,14.9,88.6,75.2,2.6,1/27/2023,99,640
641,641,5/24/2023,20.7,71.8,28.5,89.9,2/13/2023,15,641
642,642,5/24/2023,39.2,92.2,61.2,2.8,5/30/2023,1,642
643,643,7/3/2023,6.7,5.2,66.2,52.4,3/2/2023,7,643
644,644,2/22/2023,64.9,83.6,11.3,88.5,12/6/2022,71,644
645,645,3/24/2023,31.3,94.0,94.6,79.7,8/4/2023,34,645
646,646,10/20/2023,6.0,75.4,53.5,25.3,6/2/2023,74,646
647,647,3/18/2023,0.7,50.7,73.3,73.3,4/12/2023,18,647
648,648,9/9/2023,86.6,8.2,95.0,60.6,10/30/2023,49,648
649,649,2/16/2023,0.6,49.9,75.9,17.2,10/20/2023,95,649
650,650,9/9/2023,74.1,89.5,99.1,91.5,9/3/2023,47,650
651,651,7/14/2023,14.6,35.3,81.2,57.3,2/8/2023,16,651
652,652,5/9/2023,97.7,54.3,55.7,61.4,7/23/2023,26,652
653,653,7/31/2023,1.8,57.2,56.6,82.2,8/5/2023,45,653
654,654,10/7/2023,65.4,99.2,38.0,21.5,5/22/2023,36,654
655,655,1/20/2023,60.0,94.4,42.7,54.1,11/15/2023,11,655
656,656,5/26/2023,94.8,73.4,84.9,59.7,3/17/2023,49,656
657,657,9/10/2023,70.0,53.7,65.4,7.3,1/23/2023,98,657
658,658,1/10/2023,84.5,56.0,52.0,11.1,9/8/2023,94,658
659,659,5/27/2023,97.3,53.4,78.2,12.1,1/6/2023,9,659
660,660,10/21/2023,40.6,31.4,63.0,51.1,6/1/2023,67,660
661,661,12/28/2022,73.1,59.0,5.9,68.0,11/24/2023,14,661
662,662,1/25/2023,90.6,45.3,26.3,14.5,2/13/2023,47,662
663,663,11/11/2023,78.0,30.9,50.4,44.9,9/26/2023,93,663
664,664,6/24/2023,94.4,46.9,29.5,20.6,8/25/2023,8,664
665,665,7/19/2023,23.6,78.0,69.2,90.7,5/11/2023,76,665
666,666,9/13/2023,21.7,30.2,62.1,10.9,7/19/2023,33,666
667,667,3/4/2023,31.3,87.3,46.5,24.8,11/30/2022,46,667
668,668,7/21/2023,33.8,3.5,3.5,57.0,10/16/2023,63,668
669,669,3/24/2023,17.9,21.8,86.5,82.0,9/26/2023,53,669
670,670,12/6/2022,77.5,69.4,48.0,91.0,10/18/2023,15,670
671,671,5/13/2023,17.0,9.6,3.3,12.1,10/3/2023,97,671
672,672,5/17/2023,38.6,97.3,1.4,98.3,4/15/2023,48,672
673,673,4/21/2023,22.8,7.9,70.7,67.2,4/24/2023,87,673
674,674,1/3/2023,30.7,73.5,40.5,87.0,4/6/2023,94,674
675,675,7/3/2023,69.8,27.5,5.2,4.2,1/25/2023,32,675
676,676,12/10/2022,33.6,54.4,12.5,15.6,9/15/2023,25,676
677,677,11/20/2023,72.2,19.8,45.4,48.3,4/24/2023,1,677
678,678,3/14/2023,2.3,90.7,58.7,49.9,5/26/2023,72,678
679,679,10/12/2023,17.5,9.1,61.1,50.4,5/1/2023,6,679
680,680,10/23/2023,83.3,52.7,49.1,23.7,6/8/2023,67,680
681,681,2/14/2023,58.1,35.2,15.4,55.7,4/6/2023,20,681
682,682,2/1/2023,2.2,20.7,96.4,81.4,10/1/2023,23,682
683,683,10/6/2023,80.8,20.1,94.5,51.0,11/8/2023,58,683
684,684,4/21/2023,54.1,59.3,27.1,75.4,12/2/2022,16,684
685,685,7/19/2023,1.7,28.7,43.0,44.9,11/14/2023,5,685
686,686,12/4/2022,26.8,99.6,22.7,44.6,6/26/2023,82,686
687,687,9/9/2023,70.5,78.4,37.0,66.2,6/18/2023,71,687
688,688,9/18/2023,14.0,13.3,12.4,1.7,12/6/2022,97,688
689,689,7/14/2023,86.5,11.7,68.5,49.0,6/13/2023,26,689
690,690,3/14/2023,51.2,68.0,34.5,83.0,4/28/2023,56,690
691,691,6/21/2023,95.9,76.2,3.7,4.8,8/26/2023,18,691
692,692,12/22/2022,5.1,79.3,31.9,29.2,11/25/2023,93,692
693,693,9/2/2023,42.1,94.9,71.2,9.2,4/25/2023,58,693
694,694,3/28/2023,13.6,91.0,17.6,16.8,6/21/2023,57,694
695,695,6/10/2023,79.9,41.0,90.9,83.0,12/2/2022,15,695
696,696,7/6/2023,89.1,77.1,92.5,14.4,10/10/2023,13,696
697,697,9/18/2023,33.6,76.5,15.0,18.2,7/4/2023,75,697
698,698,6/14/2023,91.0,71.4,44.4,86.6,10/2/2023,27,698
699,699,8/1/2023,95.1,33.2,58.6,76.9,6/17/2023,73,699
700,700,4/19/2023,17.4,63.0,63.3,60.5,7/25/2023,67,700
701,701,6/13/2023,74.8,14.9,80.7,57.9,2/1/2023,3,701
702,702,2/2/2023,46.1,8.3,5.8,2.6,6/2/2023,42,702
703,703,1/26/2023,38.7,43.6,48.0,71.3,12/31/2022,36,703
704,704,8/22/2023,20.3,45.6,62.2,10.9,12/13/2022,44,704
705,705,3/17/2023,65.0,79.9,46.4,48.2,2/8/2023,44,705
706,706,11/1/2023,82.8,64.0,32.2,37.4,8/28/2023,11,706
707,707,4/3/2023,3.0,51.9,73.9,79.8,8/3/2023,76,707
708,708,10/9/2023,29.8,36.6,30.4,22.6,7/6/2023,10,708
709,709,9/11/2023,56.5,35.3,59.1,96.1,12/31/2022,83,709
710,710,2/12/2023,48.1,36.9,27.5,74.0,10/22/2023,4,710
711,711,2/21/2023,81.2,49.7,64.0,59.3,8/10/2023,33,711
712,712,11/4/2023,71.9,66.7,50.0,49.0,2/22/2023,36,712
713,713,5/19/2023,11.1,6.5,76.2,86.7,11/18/2023,69,713
714,714,7/6/2023,66.3,24.8,25.9,64.4,10/7/2023,13,714
715,715,5/12/2023,74.8,36.1,0.4,1.0,4/6/2023,57,715
716,716,7/4/2023,8.6,89.3,72.2,72.8,4/19/2023,71,716
717,717,12/19/2022,5.6,79.5,50.0,72.8,12/8/2022,6,717
718,718,1/5/2023,45.4,28.3,85.4,20.2,2/10/2023,6,718
719,719,4/2/2023,23.7,38.8,74.7,85.3,4/12/2023,42,719
720,720,11/5/2023,55.0,96.7,21.3,0.0,1/11/2023,50,720
721,721,6/20/2023,85.6,59.6,18.8,39.6,10/3/2023,16,721
722,722,3/31/2023,61.3,20.6,9.3,94.5,7/4/2023,33,722
723,723,9/1/2023,12.5,3.6,14.4,62.0,9/2/2023,38,723
724,724,11/2/2023,5.5,93.5,43.8,62.4,11/27/2022,25,724
725,725,4/23/2023,38.5,31.4,76.7,43.2,10/24/2023,7,725
726,726,12/17/2022,29.0,56.3,39.0,2.7,9/29/2023,13,726
727,727,7/17/2023,93.3,57.2,56.4,44.0,12/7/2022,100,727
728,728,6/3/2023,47.5,73.7,90.5,25.1,1/26/2023,6,728
729,729,3/26/2023,37.2,57.9,23.2,79.7,6/30/2023,83,729
730,730,7/7/2023,48.1,77.1,42.4,53.5,3/8/2023,45,730
731,731,9/30/2023,17.6,7.4,13.9,70.6,12/31/2022,55,731
