payroll_id ,payroll_period ,calculated_earnings ,deductions,netpay ,overtime_hours ,payroll_date ,tax_deduction ,compensation_id 
386,9/13/2023,87.3,63.3,41.4,57.8,1/21/2023,97,79
387,9/2/2023,59.7,28.5,28.1,32.2,6/30/2023,16,54
388,8/23/2023,32.8,62.2,75.7,98.1,8/26/2023,46,40
389,10/5/2023,25.1,2.7,22.8,77.4,3/14/2023,20,54
390,11/2/2023,98.0,46.9,38.0,57.2,9/10/2023,45,100
391,5/13/2023,26.3,79.2,44.5,76.1,2/22/2023,60,9
392,9/17/2023,10.7,5.8,19.5,93.7,9/16/2023,53,38
393,4/22/2023,93.7,12.0,38.9,58.8,2/19/2023,56,44
394,5/31/2023,54.6,68.3,42.5,54.0,6/23/2023,41,39
395,4/16/2023,95.0,77.6,88.5,80.9,7/11/2023,63,68
396,1/22/2023,45.4,17.3,9.0,33.7,1/2/2023,67,41
397,8/28/2023,94.5,21.4,98.4,41.8,8/11/2023,43,35
398,12/26/2022,17.3,71.7,70.6,51.1,9/21/2023,18,97
399,9/23/2023,34.1,76.6,75.4,82.2,9/1/2023,28,33
400,6/1/2023,80.9,53.5,29.4,51.2,6/9/2023,64,42
401,5/24/2023,72.5,34.2,44.4,89.8,9/2/2023,52,32
402,1/5/2023,83.3,21.9,64.5,24.4,7/5/2023,64,76
403,2/26/2023,70.3,51.8,77.8,5.5,4/20/2023,49,20
404,8/21/2023,24.9,96.5,40.3,69.3,10/8/2023,23,74
405,7/8/2023,45.2,92.0,65.0,73.8,5/28/2023,79,66
406,5/16/2023,30.2,44.5,69.0,2.5,8/12/2023,86,25
407,2/20/2023,82.7,76.1,68.8,54.9,1/16/2023,52,85
408,3/27/2023,84.5,29.9,42.1,52.1,12/29/2022,14,42
409,1/15/2023,71.2,38.8,5.3,14.1,3/15/2023,61,25
410,1/15/2023,77.4,2.9,48.2,4.0,7/9/2023,52,37
411,6/14/2023,27.7,88.0,54.9,31.9,7/4/2023,8,46
412,9/1/2023,54.6,68.0,6.2,51.2,9/21/2023,64,35
413,8/20/2023,92.5,82.1,48.4,49.4,9/13/2023,65,83
414,12/5/2022,13.7,50.0,9.0,40.4,1/17/2023,77,25
415,1/12/2023,17.0,97.6,59.3,33.6,11/1/2023,89,93
416,11/29/2022,99.4,81.8,98.0,81.0,11/27/2022,96,31
417,10/4/2023,76.7,20.1,21.1,25.4,4/3/2023,63,56
418,9/21/2023,96.0,34.3,58.0,65.0,3/24/2023,99,12
419,2/28/2023,50.4,12.8,21.2,68.1,1/8/2023,69,80
420,6/26/2023,69.5,54.4,48.2,25.9,5/3/2023,8,64
421,10/19/2023,6.7,70.0,94.0,1.8,5/13/2023,72,84
422,6/21/2023,49.8,98.1,84.5,9.8,2/17/2023,57,5
423,6/11/2023,74.7,55.2,4.3,39.5,1/8/2023,82,97
424,4/10/2023,36.3,12.6,82.9,57.2,7/25/2023,61,82
425,7/17/2023,27.6,40.9,72.7,35.8,4/13/2023,22,48
426,9/22/2023,40.5,74.6,19.7,40.3,1/8/2023,38,98
427,6/5/2023,37.6,26.7,46.4,71.1,9/26/2023,94,13
428,6/24/2023,49.6,97.3,68.3,19.4,5/28/2023,26,13
429,5/14/2023,4.3,91.9,77.2,94.8,12/20/2022,48,65
430,5/10/2023,54.1,56.6,35.7,80.3,1/22/2023,20,31
431,2/2/2023,59.9,37.8,77.8,29.0,8/15/2023,20,58
432,9/15/2023,99.1,88.4,35.4,64.8,9/18/2023,95,19
433,5/31/2023,89.0,17.9,17.4,70.5,3/11/2023,42,92
434,8/19/2023,55.5,83.6,80.1,27.0,5/21/2023,69,82
435,2/7/2023,12.6,1.5,65.8,29.3,11/15/2023,18,96
436,8/1/2023,63.3,36.9,93.9,56.8,8/20/2023,90,45
437,9/25/2023,80.1,97.4,30.7,89.2,4/9/2023,68,83
438,1/29/2023,43.2,20.0,8.2,71.1,3/8/2023,58,59
439,5/6/2023,14.3,19.6,77.2,74.2,5/17/2023,45,94
440,6/27/2023,30.9,15.7,4.6,23.4,7/18/2023,74,84
441,4/13/2023,7.9,8.2,7.9,97.4,10/21/2023,17,43
442,4/11/2023,29.1,43.5,47.3,96.4,1/9/2023,52,47
443,3/13/2023,7.4,75.6,32.7,37.4,4/21/2023,95,30
444,4/3/2023,48.8,40.0,13.7,85.8,9/23/2023,67,23
445,4/14/2023,48.0,63.8,67.1,16.5,5/18/2023,3,50
446,10/26/2023,1.7,37.8,39.2,65.9,3/8/2023,93,5
447,9/5/2023,87.8,75.1,50.7,33.2,6/20/2023,82,70
448,7/1/2023,86.5,37.4,4.8,87.2,2/27/2023,10,3
449,5/13/2023,50.4,91.4,44.0,37.0,6/20/2023,48,68
450,4/8/2023,78.1,13.9,40.7,45.3,9/4/2023,2,48
451,7/6/2023,51.5,50.3,21.1,61.8,9/19/2023,6,78
452,12/24/2022,72.7,98.5,26.6,59.6,12/12/2022,7,84
453,2/1/2023,92.8,59.9,98.6,23.4,5/24/2023,70,77
454,4/6/2023,8.6,46.8,36.2,5.2,10/27/2023,49,47
455,3/11/2023,50.4,52.5,13.5,58.9,3/8/2023,11,28
456,9/20/2023,16.4,88.8,11.2,61.6,11/25/2023,75,85
457,1/15/2023,10.2,46.6,92.2,26.2,4/1/2023,16,98
458,7/31/2023,46.0,70.5,70.6,87.9,6/22/2023,29,90
459,8/25/2023,83.0,83.4,89.4,17.7,10/28/2023,59,33
460,10/23/2023,94.8,85.5,34.0,44.4,6/22/2023,10,86
461,8/22/2023,67.1,67.0,85.7,35.4,5/31/2023,23,14
462,8/9/2023,30.7,65.5,50.8,81.1,6/20/2023,32,19
463,10/9/2023,79.2,67.4,93.0,75.1,9/4/2023,5,69
464,5/17/2023,96.7,90.8,9.0,5.4,9/29/2023,73,52
465,7/7/2023,83.5,49.6,81.5,31.8,9/20/2023,7,2
466,2/17/2023,86.2,62.5,41.1,18.1,7/1/2023,69,22
467,7/8/2023,77.9,57.8,98.3,12.2,11/8/2023,53,40
468,1/13/2023,2.6,49.0,19.0,73.7,10/13/2023,65,65
469,1/2/2023,50.5,35.5,53.1,59.7,6/28/2023,94,93
470,11/13/2023,93.5,62.9,50.2,41.1,4/30/2023,39,35
471,3/28/2023,31.3,13.0,19.0,77.2,1/27/2023,71,83
472,10/16/2023,82.9,79.6,87.3,4.2,7/27/2023,34,31
473,7/27/2023,76.3,77.4,10.5,24.4,4/6/2023,54,76
474,5/14/2023,30.2,44.2,3.7,86.6,10/31/2023,33,34
475,3/8/2023,49.6,60.6,95.2,31.1,10/15/2023,71,29
476,4/18/2023,85.7,7.3,13.3,10.9,6/3/2023,75,51
477,12/21/2022,86.5,84.1,57.9,82.0,5/29/2023,44,53
478,10/18/2023,21.3,49.8,57.8,92.7,2/1/2023,20,44
479,11/19/2023,68.5,5.0,28.0,59.3,5/9/2023,82,3
480,6/17/2023,32.4,30.7,77.5,72.4,8/11/2023,75,69
481,1/5/2023,74.4,82.3,17.7,82.4,2/23/2023,31,86
482,11/15/2023,21.9,2.9,29.2,80.3,7/23/2023,31,39
483,4/2/2023,76.8,85.3,19.6,20.6,12/8/2022,14,17
484,9/5/2023,80.7,54.1,18.7,24.6,6/29/2023,50,90
485,8/21/2023,15.3,8.9,13.0,91.5,4/9/2023,95,82
486,11/23/2023,97.8,93.8,31.0,80.2,2/20/2023,32,11
487,5/17/2023,39.8,32.4,63.8,22.7,3/31/2023,96,93
488,6/18/2023,41.0,70.0,99.8,63.9,8/2/2023,78,88
489,3/3/2023,91.7,46.3,20.0,39.6,2/21/2023,88,15
490,1/8/2023,98.5,84.1,29.2,31.8,3/5/2023,48,45
491,5/2/2023,59.3,55.5,12.5,26.1,2/27/2023,66,70
492,8/22/2023,64.7,78.5,16.4,11.1,8/25/2023,26,52
493,6/13/2023,85.1,54.0,25.0,59.2,5/27/2023,75,10
494,3/3/2023,27.1,74.8,39.0,56.3,10/16/2023,41,35
495,8/30/2023,98.3,10.5,52.1,56.6,6/6/2023,67,25
496,5/29/2023,16.1,73.4,13.0,66.2,7/8/2023,50,5
497,8/16/2023,60.5,62.3,78.4,56.6,3/14/2023,55,93
498,9/30/2023,54.6,76.5,37.2,72.5,10/13/2023,11,63
499,7/5/2023,99.8,65.2,32.6,64.3,6/14/2023,81,50
500,7/4/2023,76.1,2.1,42.5,22.1,7/3/2023,43,89
501,1/1/2023,15.0,71.4,14.1,11.7,6/29/2023,46,57
502,9/7/2023,88.0,6.9,8.1,67.1,9/24/2023,13,22
503,2/1/2023,62.7,98.6,65.4,74.0,10/2/2023,76,75
504,2/23/2023,20.8,28.3,68.7,4.0,7/15/2023,44,16
505,12/13/2022,53.3,73.2,35.5,49.4,5/8/2023,45,45
506,8/27/2023,89.2,17.3,82.0,85.6,7/2/2023,69,99
507,2/5/2023,47.1,62.2,3.6,12.7,9/18/2023,12,81
508,9/4/2023,4.7,36.0,80.5,64.8,10/25/2023,86,69
509,12/18/2022,83.8,17.0,29.0,28.0,11/13/2023,84,53
510,12/5/2022,69.0,81.8,95.3,25.7,9/30/2023,23,26
511,12/24/2022,85.2,13.3,11.2,51.4,3/31/2023,32,59
512,8/12/2023,39.2,83.9,41.0,87.9,3/5/2023,61,10
513,12/8/2022,56.4,78.4,82.3,74.1,3/25/2023,43,79
514,10/20/2023,92.7,21.9,94.5,77.2,2/13/2023,31,7
515,7/12/2023,6.6,77.3,39.6,68.4,3/6/2023,17,45
516,3/17/2023,53.2,27.0,86.8,72.7,11/4/2023,98,38
517,9/14/2023,66.6,94.1,94.4,81.3,8/7/2023,32,66
518,8/1/2023,13.1,39.2,77.6,95.6,9/9/2023,15,68
519,2/4/2023,36.3,72.9,41.7,59.5,1/20/2023,86,99
520,11/6/2023,4.4,22.7,28.4,51.4,10/10/2023,91,25
521,12/29/2022,3.9,94.3,56.4,90.0,7/23/2023,43,89
522,6/22/2023,92.0,10.7,24.6,22.1,11/22/2023,39,35
523,9/14/2023,54.7,32.3,35.9,93.4,11/25/2023,92,79
524,4/11/2023,92.6,21.2,51.1,53.4,4/28/2023,40,19
525,12/13/2022,53.6,48.9,96.9,93.7,9/13/2023,65,40
526,5/26/2023,21.1,52.6,6.3,83.9,12/18/2022,92,93
527,8/26/2023,42.0,98.1,2.8,13.4,2/9/2023,68,18
528,9/18/2023,98.6,28.4,15.0,80.5,8/4/2023,83,34
529,6/14/2023,21.5,47.9,57.5,38.1,8/26/2023,79,18
530,10/30/2023,85.0,78.9,76.9,43.9,2/12/2023,29,55
531,12/29/2022,81.8,52.3,48.8,54.8,3/15/2023,91,78
532,8/6/2023,20.4,41.2,2.1,97.7,2/8/2023,70,12
533,2/14/2023,49.8,96.8,71.6,20.4,4/21/2023,40,45
534,3/10/2023,61.3,14.7,63.5,50.2,8/28/2023,23,17
535,10/16/2023,57.4,22.7,11.5,93.1,5/28/2023,66,65
536,2/17/2023,61.1,40.7,4.7,75.6,5/16/2023,99,26
537,11/15/2023,34.0,15.2,50.4,64.6,10/9/2023,93,34
538,12/12/2022,9.4,89.1,3.8,68.4,9/14/2023,85,47
539,8/9/2023,17.1,74.0,44.5,85.6,1/9/2023,82,7
540,3/11/2023,93.8,5.8,74.9,5.6,2/3/2023,70,27
541,1/25/2023,54.2,66.6,36.9,86.5,6/30/2023,37,31
542,4/10/2023,74.0,75.5,6.1,80.6,5/31/2023,1,78
543,11/17/2023,93.4,88.6,51.9,1.1,10/24/2023,53,43
544,7/24/2023,98.6,90.5,39.0,17.2,8/28/2023,48,46
545,10/21/2023,67.7,27.3,41.6,12.9,12/11/2022,50,22
546,3/30/2023,34.2,76.3,82.5,76.7,1/1/2023,62,57
547,4/8/2023,81.0,98.1,4.8,85.6,10/17/2023,72,80
548,11/21/2023,50.6,92.9,55.1,85.9,3/12/2023,53,26
549,12/17/2022,41.7,12.9,97.3,37.0,10/19/2023,93,36
550,11/6/2023,96.6,27.5,96.9,55.1,4/23/2023,2,60
551,9/19/2023,35.1,7.3,51.6,87.8,8/24/2023,9,60
552,3/30/2023,7.6,90.7,24.6,92.3,8/12/2023,80,53
553,1/11/2023,62.8,22.2,53.1,51.8,6/3/2023,94,85
554,3/2/2023,27.3,86.3,11.4,19.5,9/6/2023,35,22
555,7/1/2023,65.9,81.4,49.7,62.8,9/9/2023,81,46
556,2/16/2023,24.0,93.0,81.3,28.2,4/11/2023,76,18
557,1/20/2023,76.9,63.5,33.4,70.7,8/15/2023,67,14
558,4/11/2023,50.8,2.6,20.4,15.2,6/18/2023,44,38
559,4/19/2023,63.3,95.0,85.0,1.8,3/16/2023,70,98
560,10/1/2023,80.8,19.8,80.1,19.7,11/17/2023,23,56
561,10/1/2023,25.8,12.9,71.3,25.5,10/29/2023,13,95
562,8/27/2023,93.2,36.4,2.2,11.4,2/9/2023,66,14
563,4/23/2023,80.9,39.1,80.6,63.9,4/2/2023,34,44
564,8/25/2023,2.5,78.5,58.6,76.9,6/3/2023,55,61
565,1/18/2023,53.2,11.7,83.6,53.7,7/27/2023,9,17
566,4/24/2023,12.1,54.1,3.4,70.6,1/23/2023,98,62
567,6/11/2023,79.9,44.9,42.4,18.2,9/10/2023,80,25
568,11/4/2023,1.0,47.6,74.8,52.9,11/21/2023,11,68
569,3/8/2023,57.2,38.8,75.7,41.6,11/1/2023,46,33
570,7/23/2023,19.7,66.8,59.5,38.4,10/14/2023,84,91
571,2/6/2023,28.0,87.1,21.2,2.1,4/21/2023,45,95
572,8/10/2023,26.2,6.2,25.9,90.8,1/22/2023,80,70
573,11/28/2022,52.8,85.1,70.4,95.2,2/3/2023,70,83
574,10/2/2023,76.5,59.0,54.8,89.4,8/29/2023,24,74
575,2/15/2023,57.9,6.4,69.9,20.3,5/20/2023,15,64
576,3/16/2023,14.5,78.0,14.4,11.1,3/27/2023,87,43
577,6/9/2023,99.7,13.8,91.6,44.9,11/12/2023,72,66
578,11/23/2023,84.6,93.9,68.0,55.4,8/16/2023,91,16
579,9/8/2023,3.7,5.7,70.8,41.0,5/4/2023,17,32
580,8/3/2023,20.2,5.3,77.1,52.2,8/14/2023,16,39
581,4/13/2023,58.9,12.4,42.0,65.8,12/28/2022,30,38
582,11/25/2023,19.0,46.7,80.1,73.3,8/10/2023,49,22
583,1/29/2023,29.6,43.2,8.3,61.5,2/5/2023,23,62
584,12/15/2022,42.0,21.4,40.6,56.0,6/30/2023,100,89
585,4/2/2023,52.1,33.0,66.8,71.7,10/4/2023,44,76
586,9/9/2023,93.7,52.0,96.5,49.2,2/4/2023,70,98
587,10/28/2023,70.6,45.4,65.0,57.4,1/7/2023,77,41
588,12/31/2022,32.3,95.2,77.6,91.0,5/25/2023,75,62
589,12/19/2022,64.7,23.2,44.6,22.8,7/2/2023,59,91
590,10/10/2023,62.1,5.9,5.4,99.4,5/12/2023,55,57
591,10/20/2023,50.2,28.0,90.6,10.9,5/11/2023,70,23
592,11/11/2023,77.4,3.7,19.6,40.8,2/23/2023,55,11
593,11/15/2023,23.5,27.7,7.7,4.7,8/21/2023,33,57
594,8/26/2023,68.7,7.1,27.1,74.6,1/8/2023,74,16
595,7/10/2023,51.3,57.6,42.2,55.7,8/23/2023,19,73
596,1/22/2023,42.1,15.7,18.2,16.0,11/20/2023,18,61
597,3/11/2023,55.3,22.7,7.2,56.6,5/23/2023,73,84
598,10/19/2023,70.6,68.9,61.3,16.4,4/18/2023,52,66
599,3/20/2023,8.0,77.9,95.7,41.2,11/24/2023,5,12
600,2/13/2023,66.5,86.4,36.5,16.5,5/23/2023,10,11
601,2/27/2023,58.1,29.2,60.7,12.2,10/8/2023,47,65
602,7/1/2023,2.9,20.6,74.4,63.0,6/22/2023,59,68
603,9/25/2023,5.5,41.0,89.7,37.7,6/20/2023,8,84
604,4/5/2023,81.3,54.7,22.0,32.9,8/31/2023,71,70
605,8/25/2023,86.1,22.1,48.4,30.7,7/27/2023,48,40
606,10/22/2023,49.1,69.9,87.2,7.6,12/2/2022,4,15
607,9/26/2023,84.2,52.2,21.8,70.6,1/31/2023,86,67
608,9/9/2023,92.0,18.6,85.8,9.6,10/8/2023,80,42
609,4/22/2023,8.7,92.5,40.8,4.9,10/7/2023,81,62
610,8/18/2023,67.6,3.7,35.6,53.5,3/10/2023,75,64
611,4/6/2023,71.4,16.2,31.3,3.6,7/28/2023,20,100
612,2/19/2023,64.4,7.7,56.2,12.5,7/15/2023,70,8
613,11/13/2023,40.4,79.5,81.1,21.3,7/17/2023,86,62
614,4/12/2023,35.0,14.7,14.7,74.8,8/25/2023,34,37
615,9/5/2023,53.7,77.5,68.9,24.1,7/25/2023,23,69
616,4/15/2023,22.7,39.7,59.1,68.8,10/26/2023,65,11
617,8/5/2023,61.5,13.8,1.4,36.2,3/27/2023,47,75
618,10/16/2023,79.3,28.5,3.4,36.4,5/6/2023,52,29
619,6/14/2023,89.2,57.1,35.2,97.0,6/8/2023,37,7
620,12/19/2022,28.9,59.4,16.1,6.3,7/29/2023,53,45
621,2/27/2023,7.1,93.3,84.3,42.8,12/15/2022,77,42
622,7/22/2023,98.7,19.3,31.1,30.4,12/14/2022,10,3
623,8/17/2023,7.0,35.1,16.7,11.8,5/25/2023,73,9
624,6/20/2023,46.4,41.6,60.5,58.8,4/5/2023,79,23
625,9/30/2023,16.4,15.7,78.5,72.5,8/9/2023,85,86
626,10/30/2023,1.8,99.4,80.0,80.9,9/6/2023,90,28
627,8/5/2023,51.5,60.4,17.9,20.9,12/19/2022,23,100
628,7/31/2023,58.7,32.1,18.8,93.8,1/24/2023,70,57
629,6/15/2023,61.9,39.9,64.0,69.7,8/4/2023,21,68
630,2/3/2023,27.4,56.6,47.4,6.2,11/17/2023,2,8
631,7/29/2023,16.8,24.7,97.5,75.7,8/5/2023,67,16
632,7/7/2023,85.4,7.6,64.0,86.2,5/12/2023,24,7
633,12/14/2022,10.2,52.6,42.0,49.3,4/23/2023,60,70
634,4/27/2023,46.5,44.2,58.5,34.7,5/5/2023,32,96
635,7/23/2023,12.9,25.1,60.2,17.1,11/8/2023,15,18
636,11/14/2023,13.8,56.6,20.2,72.8,4/9/2023,43,10
637,1/23/2023,98.1,14.6,48.9,95.0,2/16/2023,86,97
638,2/19/2023,85.3,11.5,43.1,99.9,7/7/2023,64,81
639,6/17/2023,9.1,81.3,97.2,81.7,12/31/2022,66,81
640,9/6/2023,96.0,50.0,19.5,52.3,3/7/2023,58,53
641,8/14/2023,59.6,23.0,32.3,54.4,6/25/2023,33,82
642,7/10/2023,84.6,49.7,88.0,15.4,12/4/2022,58,52
643,8/30/2023,69.4,24.7,88.4,97.0,1/6/2023,7,1
644,6/16/2023,78.4,67.3,12.5,84.7,11/11/2023,77,27
645,8/21/2023,2.5,69.8,90.0,78.5,4/12/2023,99,46
646,10/8/2023,98.3,25.1,79.2,1.0,3/10/2023,13,32
647,3/6/2023,92.7,95.1,96.6,92.0,3/6/2023,62,1
648,7/9/2023,38.0,98.1,29.8,38.1,11/6/2023,14,79
649,7/9/2023,4.1,16.3,52.0,15.0,4/26/2023,47,91
650,2/27/2023,28.4,88.7,99.0,55.0,12/26/2022,49,61
651,11/25/2023,81.3,17.3,76.9,99.3,3/24/2023,20,14
652,2/25/2023,25.8,53.7,61.7,63.0,8/4/2023,51,5
653,6/10/2023,50.8,22.7,70.7,36.5,6/15/2023,5,81
654,1/5/2023,13.3,86.3,34.2,82.9,2/15/2023,44,31
655,9/2/2023,24.4,62.7,37.8,58.9,11/15/2023,19,86
656,7/8/2023,96.7,68.8,99.2,61.4,4/16/2023,6,100
657,4/28/2023,57.3,38.9,98.8,87.4,9/12/2023,27,2
658,8/28/2023,79.2,33.2,19.2,33.6,2/24/2023,18,76
659,4/20/2023,63.4,90.4,73.0,90.8,3/12/2023,98,27
660,11/14/2023,56.9,86.7,74.3,34.9,2/13/2023,73,40
661,9/4/2023,14.1,1.2,90.0,15.9,8/17/2023,84,1
662,6/16/2023,18.9,42.8,69.6,51.1,8/11/2023,100,46
663,6/4/2023,60.1,41.7,28.4,95.9,5/5/2023,49,14
664,10/5/2023,3.4,87.3,36.0,91.0,8/22/2023,3,51
665,4/16/2023,32.4,54.7,1.6,44.1,1/10/2023,49,90
666,8/8/2023,99.2,44.6,45.5,84.5,5/7/2023,9,57
667,12/24/2022,45.0,57.2,82.3,31.4,12/27/2022,9,49
668,1/12/2023,50.3,78.6,96.5,18.9,4/23/2023,68,25
669,3/1/2023,21.4,46.1,17.4,70.8,1/22/2023,77,48
670,9/29/2023,86.7,25.5,81.9,73.1,12/31/2022,3,41
671,11/9/2023,76.8,22.2,61.5,9.8,3/30/2023,56,11
672,1/17/2023,51.0,98.8,91.3,23.2,5/8/2023,39,28
673,5/11/2023,3.8,10.3,56.3,49.7,1/4/2023,13,62
674,4/3/2023,21.3,58.6,52.7,77.4,5/20/2023,84,75
675,12/30/2022,86.7,2.7,99.9,79.3,4/17/2023,61,3
676,3/25/2023,99.3,18.8,11.8,67.4,7/28/2023,83,81
677,5/31/2023,14.5,96.9,11.9,6.6,1/17/2023,94,29
678,6/23/2023,59.3,75.7,17.5,65.2,10/2/2023,70,85
679,1/6/2023,10.1,29.4,4.7,86.5,9/2/2023,51,27
680,4/23/2023,46.4,59.7,94.3,86.6,4/23/2023,97,37
681,10/28/2023,75.3,41.5,78.7,24.8,10/9/2023,89,3
682,4/24/2023,26.9,66.6,68.7,94.4,7/16/2023,49,9
683,11/30/2022,90.7,82.9,18.7,85.5,6/12/2023,86,67
684,1/14/2023,84.7,30.3,53.6,73.2,4/29/2023,51,9
685,3/15/2023,85.2,73.5,1.1,87.8,2/11/2023,76,47
686,7/25/2023,87.8,52.8,86.6,90.8,6/10/2023,9,22
687,11/23/2023,75.2,87.9,85.1,88.8,12/3/2022,65,28
688,12/31/2022,63.1,6.8,95.2,57.4,10/27/2023,90,47
689,3/31/2023,78.5,76.7,95.9,74.3,8/24/2023,93,38
690,7/3/2023,16.5,79.6,66.9,23.8,7/10/2023,20,96
691,1/7/2023,75.1,49.3,33.9,72.3,5/22/2023,4,90
692,5/3/2023,68.6,76.7,49.7,11.6,7/21/2023,53,79
693,3/16/2023,11.8,89.5,66.0,92.4,3/1/2023,46,11
694,3/24/2023,44.3,51.1,39.8,4.4,11/15/2023,20,87
695,1/4/2023,60.1,39.7,20.2,73.4,3/18/2023,29,53
696,8/19/2023,80.8,78.5,76.2,55.7,12/7/2022,40,56
697,3/11/2023,76.4,78.3,10.1,55.9,9/6/2023,66,95
698,8/31/2023,37.7,80.5,6.3,85.4,7/21/2023,99,44
699,1/5/2023,55.2,95.3,95.5,18.9,6/23/2023,80,2
700,6/23/2023,68.7,73.9,59.7,3.4,6/25/2023,47,5
701,4/4/2023,60.0,97.0,24.9,48.4,10/8/2023,70,59
702,6/26/2023,88.5,73.9,25.8,78.9,11/10/2023,78,42
703,10/1/2023,69.6,2.4,53.1,34.7,12/4/2022,24,70
704,2/11/2023,29.1,97.4,45.4,64.6,12/25/2022,66,51
705,12/20/2022,23.5,21.7,56.5,64.6,8/20/2023,4,53
706,2/1/2023,36.8,12.8,83.4,19.5,8/21/2023,46,90
707,9/9/2023,91.4,49.1,56.8,53.1,2/9/2023,68,75
708,5/6/2023,62.2,63.6,19.8,18.2,4/8/2023,43,65
709,8/5/2023,53.7,12.0,32.0,49.7,11/2/2023,30,81
710,3/21/2023,67.4,5.3,2.1,26.2,5/31/2023,54,95
711,5/6/2023,49.2,53.2,81.5,6.3,8/5/2023,40,82
712,2/14/2023,51.7,32.2,77.0,30.2,1/8/2023,29,47
713,6/30/2023,23.6,6.0,77.7,60.7,6/4/2023,70,15
714,9/2/2023,59.0,99.1,30.6,56.1,12/1/2022,54,41
715,3/14/2023,44.6,53.3,60.1,86.5,6/21/2023,90,18
716,11/30/2022,76.4,66.0,76.9,18.9,2/10/2023,90,81
717,2/17/2023,22.8,2.7,6.7,38.2,12/27/2022,95,29
718,2/21/2023,29.1,45.7,98.2,5.2,1/4/2023,9,35
719,1/12/2023,95.9,52.5,49.0,57.4,1/24/2023,55,40
720,5/20/2023,21.8,58.2,47.5,11.6,4/12/2023,5,48
721,3/2/2023,27.4,91.0,22.5,34.5,8/15/2023,41,9
722,7/28/2023,8.0,11.0,25.9,49.6,5/8/2023,69,8
723,5/10/2023,14.9,4.4,59.7,72.0,3/10/2023,75,97
724,11/6/2023,1.3,47.1,97.9,46.7,1/5/2023,49,85
725,2/28/2023,35.4,56.6,10.9,72.4,8/17/2023,98,79
726,3/18/2023,66.5,27.0,31.0,99.2,5/9/2023,65,85
727,2/11/2023,7.2,42.0,90.4,71.8,10/13/2023,47,54
728,6/11/2023,13.3,89.4,44.1,86.8,9/10/2023,39,71
729,3/9/2023,55.5,41.8,48.9,3.8,9/23/2023,42,69
730,6/26/2023,44.9,25.5,79.8,55.0,8/25/2023,44,3
731,11/8/2023,40.8,36.1,96.1,69.3,10/12/2023,91,89
732,11/2/2023,74.6,61.0,72.9,41.6,5/26/2023,38,58
733,6/28/2023,37.0,13.7,57.9,51.8,6/28/2023,84,54
734,8/12/2023,85.0,49.9,14.7,39.1,8/4/2023,22,26
735,12/20/2022,82.9,48.6,38.8,65.4,9/28/2023,80,54
736,4/4/2023,57.0,28.8,25.1,58.2,5/24/2023,39,69
737,1/20/2023,41.7,94.4,35.0,86.5,12/2/2022,54,63
738,8/7/2023,16.9,85.3,45.7,34.2,1/16/2023,70,85
739,2/18/2023,69.8,57.4,81.9,54.2,8/23/2023,48,67
740,8/8/2023,95.2,93.1,45.6,34.6,4/18/2023,17,71
741,4/28/2023,26.1,59.7,24.1,80.3,12/15/2022,8,38
742,5/8/2023,13.9,47.3,56.8,59.3,4/15/2023,2,13
743,7/13/2023,48.1,88.4,13.2,79.7,12/26/2022,4,29
744,4/8/2023,86.4,67.4,35.5,87.5,10/27/2023,85,86
745,6/7/2023,24.6,27.1,15.6,66.1,2/1/2023,94,15
746,11/22/2023,57.5,95.0,52.7,46.3,4/17/2023,5,55
747,7/31/2023,28.9,78.0,51.4,55.2,8/10/2023,23,42
748,8/18/2023,67.2,49.8,27.9,64.3,3/6/2023,67,4
749,4/6/2023,84.8,8.9,39.7,68.0,8/12/2023,57,85
750,12/23/2022,34.9,44.5,92.5,94.9,12/22/2022,28,30
751,12/5/2022,35.7,50.2,8.1,72.4,5/10/2023,98,2
752,1/9/2023,58.5,63.8,85.9,17.1,11/22/2023,18,87
753,2/12/2023,67.4,85.7,86.4,4.8,4/28/2023,64,14
754,6/7/2023,8.4,35.4,26.6,5.9,2/24/2023,82,93
755,10/3/2023,77.6,99.6,24.5,45.0,10/11/2023,11,49
756,7/3/2023,9.9,10.5,70.5,74.3,10/16/2023,60,67
757,10/7/2023,65.7,82.5,74.8,28.3,3/6/2023,16,11
758,9/10/2023,80.7,69.5,62.6,45.3,9/6/2023,10,73
759,7/29/2023,90.5,49.0,95.9,80.2,9/2/2023,18,62
760,10/30/2023,89.6,31.1,79.3,30.9,2/22/2023,72,39
761,12/3/2022,5.2,72.3,23.2,91.8,9/8/2023,25,5
762,10/17/2023,78.1,97.2,79.7,61.1,5/21/2023,44,58
763,11/12/2023,40.0,17.8,53.0,40.2,2/14/2023,25,92
764,12/22/2022,54.0,43.1,12.1,40.3,9/30/2023,69,95
765,6/1/2023,22.9,2.1,4.0,72.1,2/10/2023,12,5
766,9/16/2023,96.1,98.7,24.6,63.1,7/5/2023,55,55
767,12/6/2022,45.6,3.2,87.7,52.8,12/20/2022,70,10
768,12/5/2022,29.3,62.0,76.9,40.2,11/18/2023,69,49
769,7/21/2023,16.1,68.0,57.6,51.7,12/11/2022,54,26
770,7/19/2023,32.9,61.0,30.5,82.5,6/2/2023,6,52
771,7/10/2023,22.9,52.2,18.3,58.6,12/7/2022,21,97
772,6/3/2023,97.8,97.8,53.5,96.3,6/22/2023,3,31
