attendance_record_id ,employee_id ,attendance_date ,clock_in_time ,total_hours_labor(clock_out_time - clock_in_time)
632,632,11/13/2023,1:35 AM,9.9
633,633,6/3/2023,11:05 PM,25.5
634,634,8/13/2023,1:35 AM,15.2
635,635,11/4/2023,5:00 AM,98.5
636,636,3/18/2023,8:13 AM,84.1
637,637,5/26/2023,3:47 PM,90.2
638,638,12/25/2022,9:16 AM,93.3
639,639,2/14/2023,6:46 AM,5.9
640,640,12/7/2022,10:43 PM,83.8
641,641,6/21/2023,2:49 AM,88.5
642,642,10/2/2023,2:33 PM,72.2
643,643,7/6/2023,8:22 AM,53.1
644,644,11/11/2023,11:34 PM,81.0
645,645,10/31/2023,4:56 AM,44.0
646,646,3/20/2023,5:52 AM,81.0
647,647,5/5/2023,3:00 AM,73.6
648,648,3/10/2023,7:05 PM,49.3
649,649,2/3/2023,7:54 AM,64.4
650,650,5/5/2023,3:21 AM,80.6
651,651,10/5/2023,8:13 AM,53.6
652,652,7/17/2023,9:25 AM,19.4
653,653,8/25/2023,1:48 PM,23.4
654,654,3/31/2023,5:27 AM,21.6
655,655,3/16/2023,2:22 AM,28.4
656,656,5/5/2023,2:15 AM,95.6
657,657,4/14/2023,9:27 AM,93.8
658,658,8/22/2023,5:49 AM,58.8
659,659,4/10/2023,1:55 PM,28.9
660,660,5/25/2023,2:07 AM,99.0
661,661,1/26/2023,8:08 AM,59.3
662,662,8/25/2023,12:26 PM,43.2
663,663,6/12/2023,8:20 PM,33.4
664,664,5/15/2023,7:29 PM,5.1
665,665,3/16/2023,10:41 AM,40.4
666,666,5/29/2023,10:31 PM,13.9
667,667,7/1/2023,5:30 PM,46.1
668,668,4/2/2023,11:36 PM,74.7
669,669,1/23/2023,5:19 PM,77.6
670,670,11/7/2023,11:31 PM,63.2
671,671,6/27/2023,12:28 PM,13.9
672,672,12/8/2022,3:45 PM,74.1
673,673,2/8/2023,2:06 PM,24.0
674,674,2/18/2023,12:40 AM,84.1
675,675,10/12/2023,4:31 AM,21.1
676,676,4/14/2023,5:22 AM,86.8
677,677,8/6/2023,9:21 AM,4.9
678,678,7/29/2023,11:32 AM,34.5
679,679,5/3/2023,2:34 PM,62.7
680,680,10/27/2023,6:46 AM,2.2
681,681,3/25/2023,6:01 AM,74.5
682,682,3/25/2023,10:05 AM,56.7
683,683,4/8/2023,2:46 PM,96.2
684,684,6/30/2023,10:36 PM,10.3
685,685,12/18/2022,9:46 AM,42.1
686,686,9/6/2023,5:55 AM,53.7
687,687,10/24/2023,5:38 PM,64.5
688,688,3/14/2023,2:11 AM,67.2
689,689,12/10/2022,4:51 AM,48.4
690,690,7/31/2023,9:15 PM,60.5
691,691,9/9/2023,1:24 AM,99.3
692,692,11/9/2023,9:15 AM,68.7
693,693,9/5/2023,6:50 AM,99.2
694,694,1/28/2023,1:46 PM,12.4
695,695,9/30/2023,12:48 AM,26.5
696,696,7/16/2023,9:44 AM,34.6
697,697,4/30/2023,5:18 AM,55.7
698,698,3/16/2023,6:05 PM,30.2
699,699,12/11/2022,6:44 PM,78.7
700,700,7/7/2023,9:08 AM,3.2
701,701,11/11/2023,2:32 AM,73.7
702,702,11/17/2023,12:00 AM,31.8
703,703,5/11/2023,7:11 PM,4.3
704,704,1/21/2023,8:45 AM,33.1
705,705,10/1/2023,3:42 AM,86.6
706,706,1/30/2023,11:36 PM,11.2
707,707,11/20/2023,8:52 AM,17.2
708,708,4/13/2023,5:19 PM,92.8
709,709,10/28/2023,10:54 AM,9.4
710,710,6/26/2023,11:21 PM,49.8
711,711,3/24/2023,7:32 PM,17.3
712,712,12/2/2022,12:21 AM,84.5
713,713,12/17/2022,1:15 AM,9.6
714,714,5/11/2023,7:29 PM,15.2
715,715,5/26/2023,6:15 PM,66.3
716,716,1/10/2023,1:41 AM,27.4
717,717,5/27/2023,8:48 AM,74.8
718,718,10/3/2023,6:51 AM,99.4
719,719,4/16/2023,11:47 PM,34.8
720,720,9/1/2023,3:40 PM,93.7
721,721,11/8/2023,5:47 PM,33.0
722,722,1/18/2023,11:57 AM,21.1
723,723,12/14/2022,8:24 AM,66.6
724,724,5/25/2023,4:20 AM,26.5
725,725,8/1/2023,5:24 AM,8.2
726,726,5/5/2023,5:26 AM,28.9
727,727,10/8/2023,11:15 AM,72.5
728,728,5/8/2023,2:41 PM,2.3
729,729,7/4/2023,6:27 PM,33.0
730,730,8/14/2023,6:07 AM,55.3
731,731,2/15/2023,9:56 PM,56.9
732,732,3/10/2023,8:06 AM,48.9
733,733,6/24/2023,11:20 AM,15.8
734,734,6/30/2023,10:40 PM,95.2
735,735,10/21/2023,10:42 AM,38.2
736,736,12/13/2022,10:26 AM,89.7
737,737,12/23/2022,5:46 AM,38.2
738,738,1/16/2023,5:42 PM,83.4
739,739,11/10/2023,9:22 PM,19.6
740,740,10/10/2023,4:21 AM,5.6
741,741,4/3/2023,3:14 PM,15.7
742,742,7/11/2023,8:43 PM,14.0
743,743,7/14/2023,9:17 PM,40.0
744,744,2/28/2023,5:09 PM,24.2
745,745,1/9/2023,5:19 PM,69.7
746,746,4/4/2023,2:30 AM,76.8
747,747,9/3/2023,8:35 PM,58.4
748,748,6/18/2023,4:12 PM,73.4
749,749,7/23/2023,12:54 AM,17.9
750,750,10/8/2023,10:19 AM,71.6
751,751,3/5/2023,4:16 PM,15.9
752,752,11/14/2023,3:47 AM,27.2
753,753,12/21/2022,10:53 AM,25.7
754,754,9/15/2023,4:34 AM,92.5
755,755,3/8/2023,10:53 AM,43.8
756,756,12/4/2022,1:53 PM,72.3
757,757,8/11/2023,8:20 AM,52.5
758,758,11/30/2022,8:53 AM,8.5
759,759,3/15/2023,5:09 AM,85.5
760,760,5/22/2023,12:36 AM,8.7
761,761,3/5/2023,1:44 AM,33.9
762,762,9/4/2023,1:52 PM,28.3
763,763,5/14/2023,3:34 AM,2.0
764,764,1/28/2023,12:29 PM,71.9
765,765,9/17/2023,8:24 AM,44.9
766,766,6/21/2023,8:25 AM,2.7
767,767,6/14/2023,4:54 AM,52.6
768,768,4/26/2023,9:48 PM,87.3
769,769,2/11/2023,12:11 PM,42.5
770,770,6/23/2023,12:43 AM,92.3
771,771,3/15/2023,2:07 PM,38.7
772,772,10/11/2023,4:03 PM,68.0
773,773,1/14/2023,2:12 AM,33.4
774,774,3/20/2023,10:34 PM,10.8
775,775,6/4/2023,11:08 PM,54.4
776,776,10/30/2023,9:45 AM,13.0
777,777,12/30/2022,9:58 PM,40.7
778,778,6/16/2023,8:08 PM,19.7
779,779,8/11/2023,3:36 AM,98.3
780,780,12/26/2022,6:53 PM,40.2
781,781,6/26/2023,12:48 PM,46.9
782,782,1/31/2023,4:28 AM,9.5
783,783,10/29/2023,7:12 AM,11.0
784,784,6/19/2023,4:54 PM,6.6
785,785,1/17/2023,6:19 AM,76.2
786,786,4/16/2023,4:56 PM,59.3
787,787,7/14/2023,9:29 AM,36.7
788,788,12/28/2022,4:07 AM,40.3
789,789,3/23/2023,4:01 AM,70.3
790,790,3/6/2023,5:37 AM,84.8
791,791,5/2/2023,12:32 AM,28.4
792,792,7/18/2023,1:22 AM,46.5
793,793,11/2/2023,11:07 PM,28.6
794,794,10/27/2023,3:16 PM,28.6
795,795,7/25/2023,1:19 AM,66.2
796,796,10/10/2023,12:19 PM,11.3
797,797,5/23/2023,1:47 PM,88.3
798,798,3/11/2023,3:09 AM,93.8
799,799,2/9/2023,6:55 AM,19.1
800,800,1/5/2023,9:01 AM,49.8
801,801,3/31/2023,5:31 AM,68.2
802,802,1/2/2023,6:38 PM,39.4
803,803,3/3/2023,9:21 PM,11.3
804,804,1/27/2023,7:54 PM,69.6
805,805,8/22/2023,12:38 AM,22.5
806,806,10/29/2023,12:05 PM,22.3
807,807,9/14/2023,8:20 PM,12.3
808,808,9/2/2023,4:38 AM,40.4
809,809,8/12/2023,12:29 AM,84.9
810,810,7/27/2023,4:10 AM,98.6
811,811,5/13/2023,12:12 PM,84.2
812,812,8/27/2023,10:17 PM,50.7
813,813,9/12/2023,11:36 PM,97.4
814,814,5/11/2023,7:08 PM,68.3
815,815,1/5/2023,9:07 AM,38.1
816,816,10/7/2023,3:18 PM,89.3
817,817,5/14/2023,1:29 AM,18.5
818,818,12/6/2022,10:55 PM,93.0
819,819,10/19/2023,2:09 AM,89.9
820,820,12/14/2022,1:49 PM,89.2
821,821,8/15/2023,7:04 PM,66.2
822,822,10/20/2023,1:17 AM,61.7
823,823,5/19/2023,6:34 PM,43.0
824,824,1/18/2023,6:14 PM,23.4
825,825,7/25/2023,7:10 AM,79.0
826,826,9/13/2023,6:23 PM,55.8
827,827,10/27/2023,9:28 PM,14.3
828,828,9/10/2023,8:36 PM,35.0
829,829,9/24/2023,7:40 AM,65.2
830,830,6/17/2023,7:54 AM,78.7
831,831,8/6/2023,4:55 PM,35.4
832,832,1/16/2023,2:37 PM,29.1
833,833,10/12/2023,2:55 PM,2.0
834,834,4/11/2023,12:25 AM,59.6
835,835,12/29/2022,10:47 PM,69.1
836,836,1/3/2023,8:44 AM,9.8
837,837,9/20/2023,7:54 PM,53.4
838,838,9/2/2023,6:15 PM,56.2
839,839,1/18/2023,3:20 AM,8.9
840,840,1/30/2023,11:25 AM,67.2
841,841,11/28/2022,9:20 AM,3.4
842,842,9/21/2023,5:02 AM,55.6
843,843,8/24/2023,4:38 AM,13.8
844,844,10/24/2023,5:59 AM,67.2
845,845,10/10/2023,7:08 AM,1.1
846,846,12/25/2022,2:04 PM,72.7
847,847,2/11/2023,4:03 PM,74.5
848,848,1/6/2023,3:01 AM,37.2
849,849,1/9/2023,2:19 AM,6.7
850,850,6/22/2023,4:36 PM,40.2
851,851,6/22/2023,1:17 PM,12.1
852,852,12/24/2022,1:09 AM,10.8
853,853,12/26/2022,6:30 PM,95.4
854,854,10/21/2023,8:30 PM,85.8
855,855,11/7/2023,10:30 AM,31.0
856,856,9/16/2023,8:34 AM,43.0
857,857,8/11/2023,11:22 AM,94.0
858,858,2/6/2023,7:19 PM,19.7
859,859,11/22/2023,1:14 PM,39.6
860,860,2/23/2023,2:25 AM,77.1
861,861,11/23/2023,3:29 AM,34.8
862,862,9/20/2023,10:25 PM,8.6
863,863,4/7/2023,6:26 AM,43.0
864,864,5/10/2023,3:21 AM,74.6
865,865,10/30/2023,9:00 PM,12.1
866,866,6/25/2023,3:11 AM,58.4
867,867,4/26/2023,11:17 PM,68.3
868,868,3/3/2023,7:21 PM,32.3
869,869,5/11/2023,12:37 AM,56.5
870,870,7/16/2023,11:19 PM,92.6
871,871,11/11/2023,3:18 PM,95.6
872,872,3/5/2023,2:02 AM,29.7
873,873,11/5/2023,12:56 AM,55.0
874,874,5/17/2023,10:58 PM,88.9
875,875,9/18/2023,11:16 AM,5.1
876,876,11/1/2023,1:10 PM,67.7
877,877,12/7/2022,10:56 AM,23.9
878,878,12/21/2022,3:22 AM,48.2
879,879,1/21/2023,7:00 PM,26.0
880,880,9/9/2023,2:18 AM,98.5
881,881,12/28/2022,9:24 AM,6.5
882,882,12/4/2022,12:24 AM,29.4
883,883,5/14/2023,6:08 AM,18.9
884,884,12/3/2022,9:21 PM,54.8
885,885,5/13/2023,6:16 PM,64.6
886,886,7/6/2023,9:18 PM,15.6
887,887,12/29/2022,11:48 PM,61.1
888,888,6/18/2023,6:20 PM,13.3
889,889,6/18/2023,11:13 AM,29.8
890,890,9/3/2023,7:33 PM,20.7
891,891,3/21/2023,6:17 PM,86.3
892,892,9/2/2023,10:26 AM,7.9
893,893,2/15/2023,9:03 AM,62.0
894,894,4/10/2023,1:14 PM,67.3
895,895,5/22/2023,8:22 PM,97.2
896,896,10/10/2023,7:17 AM,26.7
897,897,9/14/2023,11:07 PM,21.3
898,898,11/15/2023,12:26 AM,69.1
899,899,11/28/2022,8:14 AM,89.0
900,900,4/19/2023,10:47 PM,80.2
901,901,9/2/2023,9:32 PM,55.0
902,902,1/2/2023,4:22 PM,27.9
903,903,11/12/2023,12:11 AM,66.8
904,904,11/26/2022,8:37 AM,83.7
905,905,3/17/2023,7:40 PM,38.3
906,906,5/26/2023,1:05 PM,33.2
907,907,5/3/2023,2:29 AM,51.4
908,908,3/21/2023,6:15 PM,93.2
909,909,9/20/2023,3:20 PM,9.2
910,910,10/18/2023,12:04 PM,82.7
911,911,10/10/2023,9:35 PM,64.1
912,912,4/12/2023,9:23 PM,84.1
913,913,12/17/2022,3:30 AM,63.0
914,914,7/4/2023,11:29 PM,28.9
915,915,1/24/2023,9:51 PM,47.8
916,916,3/23/2023,11:27 PM,40.6
917,917,6/18/2023,8:04 PM,30.1
918,918,10/20/2023,11:23 AM,77.0
919,919,8/25/2023,1:51 PM,2.5
920,920,12/25/2022,5:30 PM,83.1
921,921,7/29/2023,6:58 PM,58.0
922,922,9/22/2023,4:37 PM,83.1
923,923,3/29/2023,2:27 PM,97.4
924,924,11/20/2023,12:08 AM,99.5
925,925,1/6/2023,6:29 AM,93.4
926,926,8/8/2023,11:47 PM,54.0
927,927,8/14/2023,3:32 AM,28.0
928,928,12/22/2022,8:54 PM,35.0
929,929,1/10/2023,12:21 AM,31.4
930,930,5/30/2023,5:06 AM,79.2
931,931,3/13/2023,6:56 PM,88.6
932,932,5/24/2023,11:24 AM,18.2
933,933,8/17/2023,4:47 PM,66.6
934,934,5/3/2023,4:15 AM,8.1
935,935,3/6/2023,4:40 PM,63.5
936,936,5/24/2023,12:09 PM,22.9
937,937,11/14/2023,5:36 PM,35.4
938,938,3/4/2023,8:34 PM,95.3
939,939,5/22/2023,8:39 PM,36.9
940,940,6/20/2023,6:08 PM,56.6
941,941,6/12/2023,6:07 PM,81.1
942,942,6/7/2023,8:52 AM,60.3
943,943,10/17/2023,1:07 PM,40.1
944,944,5/9/2023,2:03 PM,80.2
945,945,3/4/2023,7:12 PM,98.3
946,946,6/14/2023,9:43 PM,67.0
947,947,9/13/2023,3:36 PM,67.1
948,948,10/18/2023,1:52 AM,8.3
949,949,5/11/2023,7:47 AM,62.2
950,950,6/20/2023,3:44 PM,46.7
951,951,1/1/2023,9:53 AM,65.3
952,952,9/15/2023,9:11 AM,85.3
953,953,12/18/2022,3:57 AM,44.7
954,954,10/6/2023,6:00 AM,40.0
955,955,8/13/2023,8:49 PM,40.3
956,956,4/25/2023,4:14 AM,71.9
957,957,2/8/2023,11:48 AM,27.4
958,958,11/25/2023,7:06 PM,58.7
959,959,6/5/2023,1:17 AM,31.0
960,960,6/23/2023,7:09 PM,71.2
961,961,6/5/2023,8:18 AM,12.9
962,962,11/9/2023,5:01 PM,66.2
963,963,3/14/2023,8:13 AM,25.9
964,964,5/28/2023,8:17 AM,84.5
965,965,10/26/2023,12:46 PM,87.6
966,966,6/24/2023,12:27 AM,93.7
967,967,12/11/2022,1:11 PM,39.2
968,968,6/9/2023,7:54 PM,73.6
969,969,11/16/2023,5:25 AM,1.2
970,970,1/6/2023,1:18 PM,51.1
971,971,1/18/2023,1:49 PM,43.2
972,972,4/10/2023,12:03 PM,27.7
973,973,3/3/2023,10:28 PM,81.1
974,974,8/21/2023,3:46 AM,9.2
975,975,10/26/2023,10:20 PM,74.0
976,976,11/9/2023,8:12 AM,84.8
977,977,3/2/2023,2:37 AM,40.0
978,978,1/13/2023,1:38 AM,8.5
979,979,1/21/2023,7:55 PM,21.1
980,980,12/25/2022,7:49 AM,40.7
981,981,6/24/2023,2:32 AM,9.5
982,982,3/13/2023,12:36 AM,29.6
983,983,12/26/2022,2:09 PM,89.0
984,984,6/8/2023,6:38 AM,71.2
985,985,7/13/2023,12:34 PM,59.6
986,986,9/30/2023,5:37 PM,70.1
987,987,8/24/2023,6:31 AM,57.1
988,988,12/4/2022,5:05 AM,68.5
989,989,1/18/2023,6:58 AM,68.1
990,990,1/14/2023,5:13 AM,2.6
991,991,4/14/2023,8:10 PM,24.8
992,992,4/28/2023,5:01 AM,24.2
993,993,6/13/2023,10:41 AM,14.6
994,994,2/11/2023,4:33 PM,18.6
995,995,9/4/2023,6:51 PM,93.3
996,996,11/1/2023,12:29 AM,27.9
997,997,3/22/2023,4:51 AM,83.7
998,998,10/27/2023,4:50 AM,44.8
999,999,5/28/2023,4:35 AM,19.9
1000,1000,9/22/2023,5:55 PM,57.5
